ID,NationalTeam,IntReputation,NationalNumber
203128,Not in team,1,
199288,Not in team,1,
207722,Not in team,1,
237161,Not in team,1,
238058,Not in team,1,
215565,United States,1,23
200713,Not in team,1,
230665,Not in team,1,
233225,Not in team,1,
233993,Not in team,1,
172553,Denmark,1,16
149258,Not in team,1,
215050,Not in team,1,
233994,Not in team,1,
171018,Not in team,2,
204555,Not in team,2,
222987,Not in team,1,
233483,Not in team,1,
223756,Not in team,1,
246284,Not in team,1,
224013,Not in team,1,
252168,Not in team,1,
239373,Not in team,1,
206606,Not in team,1,
216334,Not in team,1,
222734,Not in team,1,
230414,Not in team,1,
199183,Not in team,1,
199439,Not in team,2,
223247,Not in team,1,
224271,Not in team,1,
194063,Not in team,1,
203024,Not in team,1,
230672,Not in team,1,
237840,Not in team,1,
251408,Not in team,1,
199689,Not in team,1,
228616,Not in team,1,
209937,Not in team,1,
198128,Not in team,1,
204523,Not in team,2,
176619,Not in team,1,
257771,Not in team,1,
200429,Not in team,1,
212205,Not in team,1,
226285,Not in team,1,
226797,Not in team,1,
244973,Not in team,1,
252909,Not in team,1,
204526,Not in team,1,
226798,Not in team,1,
205551,Not in team,1,
155887,Not in team,2,
192495,Not in team,1,
183280,Not in team,3,
230407,Not in team,1,
189680,Not in team,2,
233201,Wales,1,22
247793,Not in team,1,
192241,Australia,1,4
202994,Not in team,1,
212722,United States,1,11
239090,Not in team,1,
214515,Not in team,1,
228595,Not in team,1,
199412,Not in team,1,
224756,Not in team,1,
181236,Not in team,1,
201223,Not in team,1,
223495,Not in team,1,
205585,Not in team,1,
215569,Not in team,1,
236393,Not in team,1,
199779,Not in team,1,
230495,Not in team,1,
179551,Not in team,1,
198240,Not in team,1,
223072,Not in team,1,
244832,Not in team,1,
254048,Not in team,1,
212321,Not in team,1,
238945,Not in team,1,
240225,Russia,1,12
221282,Not in team,1,
232546,Not in team,1,
233314,Not in team,1,
176994,Not in team,2,
242530,Not in team,1,
239358,Not in team,1,
259166,Not in team,1,
244068,Not in team,1,
199781,Not in team,1,
210533,Not in team,1,
221797,Not in team,1,
230501,Not in team,1,
234341,Not in team,1,
226662,Not in team,1,
192102,Not in team,1,
213095,Canada,2,19
230503,Not in team,1,
202088,Not in team,1,
215144,Not in team,1,
224104,Not in team,1,
182632,Not in team,1,
229215,Not in team,1,
245597,Not in team,1,
210450,Not in team,1,
189462,Canada,2,10
234514,Not in team,1,
251410,Not in team,1,
190738,Not in team,1,
219411,Not in team,2,
225555,Not in team,1,
234515,Not in team,1,
200212,Not in team,1,
203796,Not in team,1,
217620,Not in team,1,
230420,Not in team,1,
240916,Not in team,1,
186132,Not in team,1,
243989,Not in team,1,
215062,Not in team,1,
239127,Not in team,1,
241501,Not in team,1,
231448,Not in team,1,
205081,Not in team,1,
207897,Not in team,1,
230681,Not in team,1,
199000,Australia,1,20
207960,Not in team,1,
205401,Not in team,1,
222553,Not in team,1,
201818,Not in team,2,
253274,Not in team,1,
206171,Not in team,1,
234843,Not in team,1,
193884,Not in team,1,
238941,Not in team,1,
237566,Not in team,1,
211626,Not in team,1,
241406,Not in team,1,
168354,Not in team,2,
204193,Not in team,1,
205985,Not in team,1,
229793,Not in team,1,
193185,Not in team,1,
201122,Czech Republic,1,6
223138,Not in team,1,
234914,Not in team,1,
221600,Not in team,1,
240034,Not in team,1,
187298,Not in team,1,
193186,Not in team,1,
187043,Not in team,1,
221860,Not in team,1,
223652,Not in team,1,
223136,Not in team,1,
241823,Not in team,1,
231588,Not in team,1,
215965,Not in team,1,
211354,Not in team,2,
205212,Not in team,1,
207516,Not in team,1,
233372,Not in team,1,
181404,Not in team,1,
192156,Not in team,1,
176285,New Zealand,2,23
205215,Not in team,1,
253341,Not in team,1,
205726,Not in team,1,
231070,Not in team,1,
189342,Not in team,1,
200607,Not in team,1,
201887,Not in team,1,
230564,Not in team,1,
216229,Not in team,1,
209485,Not in team,1,
234570,Not in team,1,
216391,Not in team,1,
190535,Not in team,2,
231240,Not in team,1,
233800,Norway,1,17
228681,Not in team,1,
230218,Not in team,1,
237642,Not in team,1,
243014,Not in team,1,
240970,Not in team,1,
208459,Not in team,1,
228171,Not in team,1,
192587,Not in team,2,
199244,Not in team,1,
228684,Not in team,1,
211527,Not in team,1,
234054,Not in team,1,
152997,Not in team,2,
240963,Not in team,1,
229541,Not in team,1,
212035,Not in team,1,
220739,Not in team,1,
156483,Not in team,1,
228419,Not in team,1,
229699,Not in team,1,
189508,Not in team,1,
222022,Not in team,1,
193860,Not in team,1,
213573,Not in team,1,
187205,Not in team,1,
196934,Not in team,2,
206662,Not in team,1,
209990,Not in team,1,
197786,Not in team,2,
261529,Russia,1,8
244377,Not in team,1,
241976,Not in team,1,
193337,Not in team,1,
223033,Not in team,1,
222521,Not in team,1,
221753,Not in team,1,
185144,Not in team,1,
244280,Not in team,1,
238392,Not in team,1,
235834,Not in team,1,
207928,Australia,1,23
197688,Not in team,1,
193847,Not in team,2,
258615,Not in team,1,
186935,Not in team,1,
251191,Not in team,1,
198970,Not in team,2,
229179,Not in team,1,
235161,Not in team,1,
211009,Not in team,1,
258370,Not in team,1,
245058,Not in team,1,
232514,Not in team,1,
230466,Not in team,1,
221250,Not in team,1,
240193,Not in team,1,
230464,Not in team,1,
229435,Not in team,1,
199231,Not in team,1,
230718,Hungary,1,21
192317,Not in team,1,
230461,Not in team,1,
179516,Not in team,1,
204092,Not in team,1,
239671,Not in team,1,
228151,Not in team,1,
213815,Not in team,1,
221488,Not in team,1,
183346,Not in team,1,
242737,Not in team,1,
227633,Not in team,1,
215089,Not in team,1,
199729,Not in team,1,
193584,Not in team,1,
204334,Not in team,1,
212023,Not in team,2,
215703,Not in team,1,
244376,Not in team,1,
198553,Not in team,1,
214937,Not in team,1,
223641,Not in team,1,
228505,Not in team,1,
184626,Not in team,1,
196916,Not in team,1,
215604,Not in team,1,
223284,Not in team,1,
226356,Not in team,1,
230452,Not in team,1,
230708,Not in team,1,
193844,Not in team,1,
205365,Not in team,1,
213813,Not in team,1,
165429,Not in team,1,
231733,Not in team,1,
192565,Not in team,2,
213302,Not in team,1,
223231,Not in team,1,
242998,Not in team,1,
198455,Not in team,1,
230988,Not in team,1,
245062,Not in team,1,
212045,Not in team,1,
230441,Not in team,1,
212226,Not in team,1,
257025,Not in team,1,
236033,Not in team,1,
198145,Not in team,1,
169216,Not in team,2,
230477,Not in team,1,
241708,Not in team,1,
230188,Not in team,1,
228908,Not in team,1,
221740,Not in team,1,
190507,Not in team,1,
212778,Not in team,1,
200746,Not in team,1,
230185,Not in team,1,
239106,Greece,1,19
223017,Not in team,1,
210985,Not in team,1,
220968,Not in team,1,
219688,Not in team,1,
234791,Not in team,1,
215079,Not in team,1,
193062,Not in team,1,
226086,Not in team,1,
186405,Not in team,2,
242725,Norway,1,19
230181,Not in team,1,
228645,Not in team,1,
195620,Not in team,1,
233730,Not in team,1,
239875,Not in team,1,
237604,Not in team,1,
236038,Not in team,1,
253695,Not in team,1,
206506,Not in team,1,
239272,Not in team,1,
235432,Not in team,1,
246183,Not in team,1,
226215,Not in team,1,
209063,Not in team,1,
203431,Not in team,1,
202151,Not in team,1,
229542,Not in team,1,
223654,Not in team,1,
205478,Czech Republic,1,11
246790,Not in team,1,
228614,Not in team,1,
251139,Not in team,1,
222982,Not in team,1,
212230,Not in team,2,
206086,Not in team,1,
194053,Not in team,1,
245253,Not in team,1,
229637,Not in team,1,
217605,Not in team,1,
216325,Not in team,1,
211461,Not in team,1,
206085,Not in team,1,
258308,Ukraine,1,28
207876,Not in team,1,
186115,Not in team,2,
253220,Not in team,1,
222464,Not in team,1,
235812,Not in team,1,
230483,Not in team,1,
192537,Not in team,1,
184089,Not in team,2,
232729,Not in team,1,
232869,Not in team,1,
196952,Not in team,1,
195671,Not in team,1,
251990,Not in team,1,
241750,Not in team,1,
213846,Not in team,1,
254548,Not in team,1,
253012,Not in team,1,
185172,Not in team,1,
139860,Not in team,2,
143699,Not in team,2,
205594,Not in team,1,
201043,Not in team,1,
222546,Not in team,1,
183632,Not in team,1,
246608,Not in team,1,
234832,Not in team,1,
219984,Not in team,1,
234319,Not in team,1,
256035,Not in team,1,
246606,Not in team,1,
239950,Not in team,1,
230222,Not in team,1,
225614,Russia,1,21
213582,Not in team,2,
258585,Not in team,1,
193870,Not in team,1,
213530,Not in team,1,
256287,Not in team,1,
229155,Not in team,1,
229658,Not in team,1,
215331,Not in team,1,
230434,Not in team,1,
244257,Not in team,1,
235553,Not in team,1,
235297,Not in team,1,
232225,Not in team,1,
230433,Not in team,1,
205601,Not in team,1,
239136,Not in team,1,
230176,Not in team,1,
219680,Not in team,1,
233250,Not in team,1,
234015,Not in team,1,
232477,Not in team,1,
251675,Not in team,1,
172316,Not in team,2,
189468,Not in team,1,
230429,Not in team,1,
230685,Not in team,1,
186140,Not in team,2,
239645,Not in team,1,
204830,Not in team,1,
214302,Not in team,1,
216351,Not in team,1,
219167,Not in team,1,
229148,Not in team,1,
236316,Not in team,1,
198429,Not in team,1,
207645,Not in team,1,
245021,Not in team,1,
215070,Not in team,1,
220702,Not in team,1,
221982,Not in team,1,
229150,Not in team,1,
236830,Not in team,1,
258846,Not in team,1,
237055,Ukraine,1,15
194334,Not in team,1,
209695,Not in team,1,
240671,Not in team,1,
208160,Not in team,1,
262908,Not in team,1,
236287,Not in team,1,
231423,Not in team,1,
182270,Not in team,1,
190461,Not in team,1,
251901,Not in team,1,
220925,Not in team,1,
182043,Not in team,2,
216860,Not in team,1,
213777,Not in team,1,
251673,Not in team,1,
176920,Not in team,1,
188154,Not in team,2,
229654,Not in team,1,
183573,Not in team,1,
240661,Not in team,1,
223765,Not in team,1,
211221,Australia,1,6
258580,Not in team,1,
252692,Not in team,1,
243988,Not in team,1,
198420,Not in team,2,
241171,Not in team,1,
202515,Not in team,2,
203537,Not in team,1,
229648,Not in team,1,
212240,Not in team,1,
195087,Not in team,1,
248831,Not in team,1,
199191,Not in team,1,
223255,Not in team,1,
223511,Not in team,1,
226583,Not in team,1,
201240,Not in team,1,
228120,Not in team,1,
226811,Not in team,1,
208700,Not in team,1,
183546,Not in team,1,
179687,Not in team,1,
243945,Not in team,1,
239593,Not in team,1,
231913,Not in team,1,
220649,Not in team,1,
244456,Not in team,1,
204776,Not in team,1,
248295,Not in team,1,
181479,Not in team,1,
234727,Not in team,1,
143587,Not in team,2,
215015,Not in team,1,
186598,Not in team,1,
248550,Not in team,1,
228838,Not in team,1,
212197,Not in team,1,
242916,Not in team,1,
212196,Not in team,1,
244963,Not in team,1,
190697,Norway,1,4
227562,Not in team,1,
221931,Not in team,1,
227819,Not in team,1,
213746,Not in team,1,
193264,Not in team,1,
252144,Not in team,1,
229360,Not in team,1,
229104,Not in team,1,
221168,Not in team,1,
236015,Not in team,1,
205295,Not in team,1,
226286,Not in team,1,
216302,Not in team,1,
143598,Not in team,1,
245741,Not in team,1,
241389,Not in team,1,
223212,Not in team,1,
202220,Not in team,1,
237291,Not in team,1,
234731,Not in team,1,
240099,Not in team,1,
206307,Not in team,1,
242162,Not in team,1,
177922,Not in team,1,
203782,Not in team,1,
197382,Not in team,1,
204549,Not in team,1,
202501,Not in team,1,
219652,Not in team,1,
215556,Not in team,1,
241923,Not in team,1,
222467,Not in team,1,
233986,Not in team,1,
184290,Czech Republic,1,8
199170,Not in team,1,
197890,Not in team,2,
186881,Not in team,1,
250881,Not in team,1,
239617,Not in team,1,
239361,Not in team,1,
223489,Not in team,1,
191488,Not in team,1,
210950,Not in team,1,
254470,Not in team,1,
203783,Not in team,1,
239367,Not in team,1,
244706,Not in team,1,
223458,Not in team,1,
251105,Not in team,1,
226273,Not in team,1,
230368,Not in team,1,
220128,Not in team,1,
212192,Not in team,1,
200672,China PR,1,5
196318,Not in team,1,
190430,Not in team,1,
245214,Not in team,1,
233231,Not in team,1,
222986,Not in team,1,
225289,Not in team,1,
257288,Not in team,1,
219912,Not in team,1,
200968,Not in team,1,
224242,Not in team,1,
205812,Not in team,1,
247802,Not in team,1,
243526,Not in team,1,
198474,Not in team,1,
229705,Not in team,1,
190536,Not in team,1,
243016,Not in team,1,
224584,Not in team,1,
182343,China PR,1,8
207431,Not in team,1,
196935,Not in team,1,
230470,Not in team,1,
230211,Not in team,1,
223302,Not in team,1,
211014,Not in team,1,
203590,Not in team,1,
190021,Not in team,1,
232517,Not in team,1,
231749,Not in team,1,
245572,Not in team,1,
199236,Not in team,1,
199157,Not in team,1,
199413,Not in team,1,
199669,Not in team,1,
167669,Not in team,1,
235002,Not in team,1,
229882,Not in team,1,
212474,Not in team,1,
200698,Not in team,1,
253177,United States,1,18
233977,Not in team,1,
232441,Not in team,1,
222969,Not in team,1,
220921,Not in team,1,
220665,Not in team,1,
213497,Not in team,1,
238072,Not in team,1,
198136,Not in team,1,
255223,Not in team,1,
234999,Not in team,1,
233974,Not in team,1,
230390,Not in team,1,
233795,Not in team,1,
209987,Not in team,1,
214772,Not in team,1,
251450,Not in team,1,
202814,Not in team,1,
263230,Not in team,1,
244797,Not in team,1,
224317,Not in team,1,
219709,Not in team,1,
240956,Not in team,1,
219452,Not in team,1,
250939,Not in team,1,
227642,Not in team,1,
211522,Not in team,1,
212282,Not in team,1,
230969,Not in team,1,
158777,Not in team,1,
211513,Not in team,1,
207929,Not in team,1,
205369,Not in team,1,
243956,Not in team,1,
232692,Not in team,1,
229694,Not in team,1,
237630,Not in team,1,
172862,Not in team,1,
242238,Not in team,1,
138306,Not in team,1,
247361,United States,1,15
213313,Not in team,1,
202305,Not in team,1,
188992,Not in team,1,
243008,Not in team,1,
235840,Not in team,1,
204352,Not in team,1,
245055,Not in team,1,
244287,Not in team,1,
237631,Not in team,2,
232511,Not in team,1,
232255,Not in team,1,
225855,Not in team,1,
211263,Not in team,1,
205887,Not in team,1,
190014,Not in team,2,
236303,Not in team,1,
142721,Not in team,1,
232207,Not in team,1,
237647,Australia,1,7
206159,Not in team,1,
246350,Not in team,1,
233550,Not in team,1,
232526,Not in team,1,
230478,Not in team,1,
221774,Not in team,1,
204366,Not in team,1,
191565,Not in team,1,
251213,Not in team,1,
236621,Not in team,1,
220493,Not in team,1,
215117,Not in team,1,
237132,Not in team,1,
233292,Not in team,1,
225356,Not in team,1,
230479,Not in team,1,
199504,Not in team,1,
243019,Not in team,1,
217168,Not in team,1,
233812,Not in team,1,
207444,Not in team,3,
204372,Not in team,1,
200532,Not in team,1,
185427,Norway,1,13
233299,Not in team,1,
232787,Not in team,1,
191058,Romania,1,22
242514,Not in team,1,
226130,Not in team,1,
239441,Not in team,1,
201041,Not in team,1,
254544,Not in team,1,
236368,Not in team,1,
230480,Not in team,1,
252235,Not in team,1,
200779,Not in team,1,
239306,Not in team,1,
204908,Not in team,1,
252523,Not in team,1,
178283,Not in team,1,
214379,Not in team,1,
224874,Not in team,1,
227689,Not in team,1,
213097,Not in team,1,
211561,Not in team,1,
247144,Not in team,1,
242280,Not in team,1,
232296,Not in team,1,
230248,Not in team,1,
211048,Not in team,1,
203624,Not in team,1,
191079,Not in team,1,
234087,Not in team,1,
203884,Not in team,1,
216428,Not in team,1,
250954,Not in team,1,
222572,Not in team,1,
243530,Not in team,1,
238922,Canada,1,11
237386,Not in team,1,
230474,Not in team,1,
206154,Not in team,1,
200778,Republic of Ireland,1,20
188782,Not in team,1,
200302,Not in team,1,
194669,Not in team,1,
257133,Not in team,1,
176237,United States,3,17
213613,Not in team,1,
207725,Not in team,1,
188524,Not in team,2,
253036,Not in team,1,
244308,Not in team,1,
247124,Not in team,1,
220245,Not in team,1,
224198,Not in team,1,
25798,Not in team,1,
115909,Not in team,2,
240837,Not in team,1,
235717,Not in team,1,
214031,Not in team,1,
223685,Not in team,1,
212933,Not in team,1,
138949,Not in team,1,
254660,Not in team,1,
234180,Not in team,1,
230340,Not in team,1,
211908,Not in team,1,
190915,Not in team,1,
248003,Not in team,1,
160195,Not in team,1,
223686,Not in team,1,
230342,Not in team,1,
233045,Not in team,1,
232390,Not in team,1,
18122,Not in team,2,
200138,Not in team,1,
182473,Not in team,1,
247497,Not in team,1,
242633,Not in team,1,
237257,Not in team,1,
198857,Not in team,1,
237256,Not in team,1,
216520,Not in team,1,
176071,Not in team,1,
235719,Not in team,1,
231111,Not in team,1,
229319,Not in team,1,
217287,Not in team,1,
236998,Not in team,1,
211907,Not in team,1,
201155,Not in team,1,
253378,Not in team,1,
239810,Not in team,1,
209597,Not in team,1,
203965,Not in team,1,
186556,Not in team,1,
241499,Not in team,1,
230235,Not in team,1,
251994,Not in team,1,
213337,Not in team,1,
243032,Not in team,1,
219736,United States,1,12
180823,Not in team,1,
206423,Not in team,1,
261206,Not in team,1,
240982,Not in team,1,
239446,Not in team,1,
208470,Not in team,1,
221629,Not in team,1,
224189,Not in team,1,
163261,Not in team,1,
220609,Not in team,1,
232898,Not in team,1,
224962,Not in team,1,
223426,Not in team,1,
259265,Not in team,1,
192449,Not in team,1,
233409,Not in team,1,
204737,Not in team,1,
211903,Not in team,1,
231360,Not in team,1,
231104,Not in team,1,
242879,Not in team,1,
230335,Not in team,1,
226495,Not in team,1,
214463,Not in team,1,
211559,Not in team,1,
202087,Not in team,1,
243558,Not in team,1,
224146,Not in team,1,
199570,Not in team,1,
253073,Not in team,1,
244625,Not in team,1,
232081,Canada,1,22
225681,Not in team,1,
211857,Not in team,1,
208017,Not in team,1,
244112,Not in team,1,
235152,Not in team,1,
230800,Not in team,1,
222352,Not in team,1,
190607,Not in team,1,
216463,Not in team,1,
193422,Not in team,1,
214158,Not in team,1,
212626,Not in team,1,
225682,Not in team,1,
236696,Not in team,1,
207507,Not in team,1,
242069,Not in team,1,
235413,Not in team,1,
201877,Not in team,1,
255380,Not in team,1,
245396,Not in team,1,
201876,Not in team,1,
199572,Not in team,1,
240787,Not in team,1,
239763,Not in team,1,
231571,Not in team,1,
230291,Not in team,1,
229011,Not in team,1,
221587,Not in team,1,
237440,Not in team,1,
208019,Not in team,1,
192397,Not in team,1,
235405,Not in team,1,
215181,Not in team,1,
229260,Not in team,1,
203910,Not in team,1,
252293,Not in team,1,
190084,Not in team,2,
164484,Not in team,1,
239491,Not in team,1,
230019,Not in team,1,
214659,Not in team,1,
212099,Not in team,1,
188802,Not in team,2,
230786,Not in team,1,
177537,Not in team,2,
240257,Not in team,1,
169345,Not in team,1,
219777,Not in team,1,
143745,Not in team,3,
230278,Not in team,1,
178566,Not in team,1,
223879,Not in team,1,
221323,Not in team,1,
204684,Not in team,1,
200588,Not in team,1,
200332,Czech Republic,1,23
182411,Not in team,1,
246667,Not in team,1,
178571,Not in team,1,
3467,Not in team,1,
234376,Not in team,1,
252042,Not in team,1,
171146,Not in team,1,
199562,Not in team,1,
234889,Finland,1,9
230281,Not in team,1,
202889,Not in team,1,
236695,Not in team,1,
184472,Not in team,1,
242534,Not in team,1,
199776,Not in team,2,
231007,Not in team,1,
236382,Not in team,1,
200798,Not in team,1,
234333,Not in team,1,
233053,Not in team,1,
225629,Not in team,1,
220509,Not in team,1,
240988,Not in team,1,
239964,Not in team,1,
172198,Not in team,1,
232358,Not in team,1,
228518,Norway,1,21
228517,Not in team,1,
220837,Not in team,1,
211365,Not in team,1,
231263,Not in team,1,
188000,Not in team,1,
200857,Not in team,2,
226401,Not in team,1,
260965,Not in team,1,
191333,Not in team,1,
246885,Not in team,1,
214373,Not in team,1,
211557,Not in team,1,
167524,Not in team,1,
213092,Canada,1,6
205156,Not in team,1,
261987,Not in team,1,
242019,Not in team,1,
173155,Not in team,1,
194146,Republic of Ireland,1,25
176993,Not in team,2,
237153,Not in team,1,
233057,Not in team,1,
209061,Not in team,1,
248484,Not in team,1,
245156,Not in team,1,
209828,Not in team,1,
220061,Not in team,1,
212381,Not in team,1,
191388,Not in team,2,
253340,Not in team,1,
251292,Not in team,1,
242075,United States,1,19
213659,Not in team,1,
189338,Not in team,1,
238490,Not in team,1,
230298,Not in team,1,
220826,Not in team,1,
220058,Not in team,1,
219546,Not in team,1,
237209,Not in team,1,
203161,Not in team,1,
220829,Not in team,1,
233885,Not in team,1,
184477,Greece,2,4
229537,Not in team,1,
134820,Not in team,2,
216483,Not in team,1,
186274,Not in team,2,
229282,Not in team,1,
189857,Not in team,1,
255137,Not in team,1,
245152,Not in team,1,
230302,Not in team,1,
242335,Not in team,1,
234399,Not in team,1,
232607,Not in team,1,
205983,Not in team,1,
262815,Not in team,1,
191390,Not in team,1,
234698,Not in team,1,
239904,Not in team,1,
241872,Not in team,1,
220620,Not in team,1,
253912,Not in team,1,
198617,Not in team,1,
195033,Not in team,1,
205530,Not in team,1,
216282,Not in team,1,
230362,Not in team,1,
239322,Not in team,1,
155355,Not in team,2,
234203,Not in team,1,
241115,Not in team,1,
124635,Not in team,2,
202716,Not in team,1,
259036,Not in team,1,
196316,Not in team,1,
217565,Not in team,1,
217821,Not in team,1,
215262,Not in team,1,
222430,Not in team,1,
234624,Not in team,1,
212608,Not in team,1,
251775,Not in team,1,
165247,Not in team,2,
220031,Not in team,1,
246398,Not in team,1,
110974,Not in team,1,
241278,Not in team,1,
222590,Not in team,1,
199550,Not in team,2,
188541,Not in team,1,
237784,Not in team,1,
208856,Not in team,1,
233943,Not in team,1,
216530,Not in team,1,
244428,Not in team,1,
200653,Not in team,1,
203725,Not in team,1,
235981,Not in team,1,
190669,Not in team,1,
210126,Not in team,2,
219174,Not in team,1,
216270,Not in team,1,
189390,Not in team,2,
215247,Not in team,1,
235983,Not in team,1,
246388,Not in team,1,
182224,China PR,1,23
237522,Not in team,1,
230359,Not in team,1,
241362,Not in team,1,
212947,Not in team,1,
234195,Not in team,1,
190931,Not in team,2,
210644,Not in team,1,
232148,Hungary,1,25
226773,Not in team,1,
177621,Not in team,1,
184789,Hungary,2,9
204246,Not in team,1,
258262,Not in team,1,
263383,Not in team,1,
217047,Not in team,1,
244349,Not in team,1,
242045,Not in team,1,
220029,Not in team,1,
229496,Not in team,1,
230516,Not in team,1,
238196,Iceland,1,19
243828,Not in team,1,
240507,Not in team,1,
234875,Not in team,1,
223867,Not in team,1,
224378,Not in team,1,
223866,Not in team,1,
233849,Not in team,1,
230521,Not in team,1,
218745,Not in team,1,
214393,Not in team,1,
230776,Not in team,1,
201335,Not in team,1,
195698,Not in team,1,
193910,Not in team,1,
255862,Not in team,1,
179574,Not in team,1,
232054,Not in team,1,
220534,Not in team,1,
208502,Not in team,1,
142966,Not in team,1,
207734,Not in team,1,
193909,Not in team,1,
243061,Not in team,1,
235125,Not in team,1,
216437,Not in team,2,
202101,Not in team,1,
228980,Not in team,1,
192114,Not in team,1,
215165,Not in team,1,
252961,Not in team,1,
243580,Not in team,1,
204412,Northern Ireland,1,6
215334,Not in team,1,
210214,Not in team,1,
225317,Scotland,1,19
207653,Not in team,1,
201509,Not in team,1,
223524,Not in team,1,
210468,Not in team,1,
181795,Russia,1,13
244259,Not in team,1,
214562,Not in team,1,
206626,Not in team,1,
211489,Not in team,1,
188274,Not in team,1,
202017,Not in team,1,
198177,Not in team,1,
241696,Not in team,1,
208769,Not in team,1,
243055,Not in team,1,
207472,Not in team,2,
164464,Not in team,3,
220529,Not in team,1,
230257,Not in team,1,
230513,Not in team,1,
183921,Not in team,1,
227186,Not in team,1,
252018,Not in team,1,
240332,Not in team,1,
184436,Not in team,1,
189899,Not in team,1,
200715,Wales,1,21
238008,Not in team,1,
199353,Not in team,1,
224442,Not in team,1,
235450,Not in team,1,
204731,Not in team,1,
233147,Not in team,1,
202940,Not in team,1,
230332,Not in team,1,
223498,Not in team,1,
241162,Not in team,1,
257290,Not in team,1,
192778,Not in team,1,
262411,Not in team,1,
163083,Not in team,2,
242359,Not in team,1,
232459,Not in team,1,
225995,Not in team,1,
183820,Not in team,1,
158221,Not in team,1,
229901,Australia,1,19
245261,Not in team,1,
189709,Not in team,1,
233230,Not in team,1,
244238,Not in team,1,
250797,Not in team,1,
230316,Not in team,1,
254891,Not in team,1,
242603,Not in team,1,
224440,Not in team,1,
216750,Not in team,1,
221367,Not in team,1,
185010,Not in team,1,
204215,Not in team,1,
202678,Not in team,1,
184501,Not in team,1,
240309,Ukraine,1,18
240053,Not in team,1,
221621,Not in team,1,
238004,Iceland,1,20
222644,Not in team,1,
210868,Not in team,1,
208564,Not in team,1,
233139,Not in team,1,
221875,Not in team,1,
148403,Not in team,1,
257713,Not in team,1,
241070,Not in team,1,
188337,Not in team,1,
247729,Not in team,1,
244401,Not in team,1,
213937,Not in team,1,
212401,Not in team,1,
256688,Not in team,1,
204464,Not in team,1,
182959,Not in team,1,
228271,Not in team,1,
217007,Not in team,1,
216751,Not in team,1,
214191,Not in team,1,
209839,Not in team,1,
230315,Not in team,1,
192938,Not in team,1,
242602,Not in team,1,
243497,Not in team,1,
203568,Not in team,1,
176942,Not in team,1,
199982,Not in team,1,
244269,Not in team,1,
241197,Not in team,1,
219181,Not in team,1,
144429,Not in team,1,
185132,Not in team,2,
234028,Not in team,1,
219180,Not in team,1,
240683,Not in team,1,
234795,Not in team,1,
228650,Not in team,1,
224041,Not in team,1,
213418,Not in team,1,
177448,Not in team,1,
258343,Not in team,1,
232230,Not in team,1,
229158,Not in team,1,
221990,Not in team,1,
220198,Not in team,1,
243402,Not in team,1,
248266,Not in team,1,
256970,Not in team,1,
198347,Not in team,1,
138699,Not in team,2,
210123,Not in team,1,
224459,Not in team,1,
234032,Not in team,1,
235824,Not in team,1,
198193,Not in team,2,
220209,Not in team,1,
212138,Poland,1,25
142762,Not in team,1,
227497,Not in team,1,
212137,Not in team,1,
238504,Not in team,1,
202408,Not in team,1,
256167,Not in team,1,
189607,Not in team,1,
223143,Not in team,1,
239782,Not in team,1,
191032,Not in team,2,
253240,Not in team,1,
186680,Not in team,1,
243000,Not in team,1,
139064,Not in team,2,
196151,Not in team,1,
192567,Not in team,1,
244790,Not in team,1,
222262,Not in team,1,
230964,Not in team,1,
244787,Not in team,1,
240947,Not in team,1,
232755,Not in team,1,
230451,Not in team,1,
202035,Not in team,1,
220466,Not in team,1,
240689,Not in team,1,
220087,Not in team,1,
188421,Not in team,1,
230144,Not in team,1,
230400,Not in team,1,
246279,Not in team,1,
157703,Not in team,1,
219911,Not in team,1,
210951,Not in team,1,
201991,Not in team,1,
235782,Not in team,1,
233222,Poland,1,7
185349,Not in team,1,
214021,Not in team,1,
243716,Not in team,1,
241412,Not in team,1,
233732,Not in team,1,
222724,Not in team,1,
190467,Not in team,1,
213763,Finland,1,11
251138,Not in team,1,
241410,Not in team,1,
226050,Not in team,1,
225282,Not in team,1,
215042,Not in team,1,
200962,Not in team,1,
238593,Not in team,1,
204289,Not in team,2,
186130,Not in team,1,
214817,Not in team,1,
212519,Not in team,1,
260136,Not in team,1,
223790,Not in team,1,
238637,Not in team,1,
246316,Not in team,1,
243756,Not in team,1,
230444,Not in team,1,
144172,Not in team,1,
244523,Not in team,1,
106795,Not in team,1,
235563,Not in team,1,
230443,Not in team,1,
210219,Not in team,1,
202539,Not in team,1,
258090,Not in team,1,
189482,Not in team,1,
221994,Not in team,1,
204842,Not in team,1,
221737,Not in team,1,
214313,Not in team,1,
209449,Not in team,1,
230190,Not in team,1,
245550,Not in team,1,
251438,Not in team,1,
258608,Not in team,1,
230194,Not in team,1,
200754,Not in team,2,
192561,Not in team,1,
246321,Not in team,1,
243249,Not in team,1,
230193,Not in team,1,
217649,Not in team,1,
226060,Not in team,1,
252208,Not in team,1,
252974,Not in team,1,
186672,Not in team,2,
244272,Not in team,1,
240944,Not in team,1,
228144,Not in team,1,
211504,Not in team,1,
244271,Not in team,1,
225071,Not in team,1,
223791,Not in team,1,
200489,Not in team,1,
233512,Romania,1,3
211239,Not in team,1,
203304,Not in team,1,
244497,Not in team,1,
246033,Not in team,1,
184337,Not in team,1,
