ID,NationalTeam,IntReputation,NationalNumber
181298,Not in team,1,
256050,Not in team,1,
259634,Not in team,1,
259641,Not in team,1,
240951,Not in team,1,
252471,Not in team,1,
263736,Not in team,1,
264248,Not in team,1,
211512,Not in team,1,
237624,Not in team,1,
258360,Not in team,1,
208697,Not in team,1,
260409,Not in team,1,
262963,Not in team,1,
261689,Not in team,1,
247822,Not in team,1,
213519,Not in team,1,
179871,Not in team,1,
263839,Not in team,1,
248478,Not in team,1,
240286,Not in team,1,
261533,Not in team,1,
210999,Not in team,1,
258870,Not in team,1,
190518,Not in team,1,
252470,Not in team,1,
253491,Not in team,1,
256051,Not in team,1,
258867,Not in team,1,
201268,Not in team,1,
224820,Not in team,1,
256564,Not in team,1,
262709,Not in team,1,
202549,Not in team,1,
235573,Not in team,1,
244533,Not in team,1,
247093,Not in team,1,
256053,Not in team,1,
258869,Not in team,1,
260149,Not in team,1,
261173,Not in team,1,
236342,Not in team,1,
242230,Not in team,1,
224585,Not in team,1,
261704,Not in team,1,
239742,Not in team,1,
263250,Not in team,1,
189013,Not in team,1,
236885,Not in team,1,
245076,Not in team,1,
243284,Not in team,1,
214099,Not in team,1,
254290,Not in team,1,
253010,Not in team,1,
236626,Not in team,1,
257873,Not in team,1,
252758,Not in team,1,
243537,Not in team,1,
240977,Not in team,1,
225361,Not in team,1,
214353,Not in team,1,
260432,Not in team,1,
230736,Not in team,1,
221264,Not in team,1,
258895,Not in team,1,
262742,Not in team,1,
256854,Not in team,1,
238920,Not in team,1,
263515,Not in team,1,
260444,Not in team,1,
258396,Not in team,1,
235868,Not in team,1,
233052,Not in team,1,
222300,Not in team,1,
258139,Not in team,1,
252507,Not in team,1,
264539,Not in team,1,
252506,Not in team,1,
262487,Not in team,1,
251482,Not in team,1,
243034,Not in team,1,
263258,Not in team,1,
255065,Not in team,1,
225881,Not in team,1,
170072,Not in team,1,
259671,Not in team,1,
255063,Not in team,1,
253775,Not in team,1,
246863,Not in team,1,
234831,Not in team,1,
236611,Not in team,1,
238913,Not in team,1,
262978,Not in team,1,
264258,Not in team,1,
222274,Not in team,1,
257090,Not in team,1,
260930,Not in team,1,
261442,Not in team,1,
216387,Not in team,1,
264260,Not in team,1,
53818,Not in team,1,
259908,Not in team,1,
264006,Not in team,1,
205382,Not in team,1,
212038,Not in team,1,
237382,Not in team,1,
257350,Not in team,1,
239175,Not in team,1,
260167,Not in team,1,
170305,Not in team,1,
235329,Not in team,1,
233793,Not in team,1,
204097,Not in team,1,
232507,Not in team,1,
252219,Not in team,1,
263228,Not in team,1,
225084,Not in team,1,
210493,Not in team,1,
188989,Not in team,1,
260925,Not in team,1,
229182,Not in team,1,
241214,Not in team,1,
244542,Not in team,1,
246078,Not in team,1,
239423,Not in team,1,
246591,Not in team,1,
261439,Not in team,1,
232256,Not in team,1,
240704,Not in team,1,
245056,Not in team,1,
255389,Not in team,1,
253597,Not in team,1,
251293,Not in team,1,
245153,Not in team,1,
191006,Not in team,1,
247967,Not in team,1,
251807,Not in team,1,
258975,Not in team,1,
203424,Not in team,1,
262305,Not in team,1,
222625,Not in team,1,
177313,Not in team,1,
252321,Not in team,1,
262942,Not in team,1,
255393,Not in team,1,
234658,Not in team,1,
242850,Not in team,1,
250786,Not in team,1,
251042,Not in team,1,
258722,Not in team,1,
263075,Not in team,1,
238755,Not in team,1,
155422,Not in team,1,
257309,Not in team,1,
243869,Not in team,1,
257051,Not in team,1,
247833,Not in team,1,
252697,Not in team,1,
258841,Not in team,1,
232474,Not in team,1,
183066,Not in team,1,
248858,Not in team,1,
200731,Not in team,1,
190235,Not in team,1,
264220,Not in team,1,
251165,Not in team,1,
220956,Not in team,1,
235548,Not in team,1,
239644,Not in team,1,
177692,Not in team,1,
259612,Not in team,1,
227869,Not in team,1,
228637,Not in team,1,
246557,Not in team,1,
259235,Not in team,1,
263332,Not in team,1,
202660,Not in team,1,
211884,Not in team,1,
262314,Not in team,1,
263082,Not in team,1,
246442,Not in team,1,
253098,Not in team,1,
256170,Not in team,1,
236459,Not in team,1,
251051,Not in team,1,
263084,Not in team,1,
231852,Not in team,1,
209572,Not in team,1,
234412,Not in team,1,
238508,Not in team,1,
244140,Not in team,1,
246956,Not in team,1,
254636,Not in team,1,
260268,Not in team,1,
207789,Not in team,1,
213677,Not in team,1,
255913,Not in team,1,
255145,Not in team,1,
243881,Not in team,1,
254120,Not in team,1,
226724,Not in team,1,
237220,Not in team,1,
248740,Not in team,1,
262821,Not in team,1,
224677,Not in team,1,
242085,Not in team,1,
253861,Not in team,1,
259237,Not in team,1,
246950,Not in team,1,
259750,Not in team,1,
263079,Not in team,1,
233383,Not in team,1,
250791,Not in team,1,
253095,Not in team,1,
183720,Not in team,1,
251048,Not in team,1,
251816,Not in team,1,
235288,Not in team,1,
246807,Not in team,1,
243223,Not in team,1,
240791,Not in team,1,
182681,Not in team,1,
211353,Not in team,1,
248216,Not in team,1,
246680,Not in team,1,
242584,Not in team,1,
211864,Not in team,1,
207768,Not in team,1,
203416,Not in team,1,
213143,Not in team,1,
240788,Not in team,1,
203415,Not in team,1,
262295,Not in team,1,
240278,Not in team,1,
255125,Not in team,1,
213653,Not in team,1,
263829,Not in team,1,
260244,Not in team,1,
253332,Not in team,1,
257177,Not in team,1,
264090,Not in team,1,
203930,Not in team,1,
222618,Not in team,1,
240285,Not in team,1,
236445,Not in team,1,
254876,Not in team,1,
251548,Not in team,1,
230812,Not in team,1,
221852,Not in team,1,
208540,Not in team,1,
264092,Not in team,1,
262812,Not in team,1,
259995,Not in team,1,
185243,Not in team,1,
244891,Not in team,1,
165787,Not in team,1,
261018,Not in team,1,
257946,Not in team,1,
251034,Not in team,1,
239258,Not in team,1,
187796,Not in team,1,
240532,Not in team,1,
239383,Not in team,1,
234261,Not in team,1,
259858,Not in team,1,
242707,Not in team,1,
263188,Not in team,1,
263956,Not in team,1,
232212,Not in team,1,
261140,Not in team,1,
262933,Not in team,1,
263189,Not in team,1,
246549,Not in team,1,
232596,Not in team,1,
210966,Not in team,1,
229398,Not in team,1,
231446,Not in team,1,
248086,Not in team,1,
253974,Not in team,1,
262935,Not in team,1,
263703,Not in team,1,
172823,Not in team,1,
256018,Not in team,1,
202770,Not in team,1,
263954,Not in team,1,
262674,Not in team,1,
221844,Not in team,1,
221332,Not in team,1,
255635,Not in team,1,
186259,Not in team,1,
184467,Not in team,1,
113555,Not in team,1,
10899,Not in team,1,
262547,Not in team,1,
229135,Not in team,1,
233743,Not in team,1,
251151,Not in team,1,
256527,Not in team,1,
258319,Not in team,1,
219664,Not in team,1,
245008,Not in team,1,
263953,Not in team,1,
228113,Not in team,1,
262237,Not in team,1,
200286,Not in team,1,
202079,Not in team,1,
212106,Not in team,1,
242060,Not in team,1,
207756,Not in team,1,
255115,Not in team,1,
264587,Not in team,1,
263307,Not in team,1,
255114,Not in team,1,
247946,Not in team,1,
213642,Not in team,1,
258441,Not in team,1,
254348,Not in team,1,
169609,Not in team,1,
232585,Not in team,1,
220041,Not in team,1,
203145,Not in team,1,
201353,Not in team,1,
261768,Not in team,1,
152456,Not in team,1,
262792,Not in team,1,
244108,Not in team,1,
259212,Not in team,1,
245286,Not in team,1,
255119,Not in team,1,
241809,Not in team,1,
234897,Not in team,1,
211345,Not in team,1,
245648,Not in team,1,
239504,Not in team,1,
230032,Not in team,1,
222864,Not in team,1,
222096,Not in team,1,
245903,Not in team,1,
239245,Not in team,1,
234639,Not in team,1,
222351,Not in team,1,
222095,Not in team,1,
198543,Not in team,1,
241038,Not in team,1,
236686,Not in team,1,
245901,Not in team,1,
239501,Not in team,1,
258183,Not in team,1,
241543,Not in team,1,
235143,Not in team,1,
210986,Not in team,1,
192811,Not in team,1,
257067,Not in team,1,
252715,Not in team,1,
242731,Not in team,1,
170027,Not in team,1,
229163,Not in team,1,
232746,Not in team,1,
215338,Not in team,1,
262954,Not in team,1,
247942,Not in team,1,
251689,Not in team,1,
246825,Not in team,1,
239401,Not in team,1,
239145,Not in team,1,
236585,Not in team,1,
202793,Not in team,1,
260392,Not in team,1,
254760,Not in team,1,
197932,Not in team,1,
233772,Not in team,1,
244780,Not in team,1,
257068,Not in team,1,
245126,Not in team,1,
220038,Not in team,1,
219782,Not in team,1,
211846,Not in team,1,
262021,Not in team,1,
260485,Not in team,1,
254085,Not in team,1,
245893,Not in team,1,
240517,Not in team,1,
236677,Not in team,1,
213893,Not in team,1,
261764,Not in team,1,
242564,Not in team,1,
237188,Not in team,1,
259117,Not in team,1,
186157,Not in team,1,
213805,Not in team,1,
230290,Not in team,1,
231570,Not in team,1,
239477,Not in team,1,
254309,Not in team,1,
258691,Not in team,1,
263300,Not in team,1,
210820,Not in team,1,
259683,Not in team,1,
233572,Not in team,1,
238949,Not in team,1,
248165,Romania,1,21
253797,Not in team,1,
258405,Not in team,1,
261223,Not in team,1,
199014,Not in team,1,
210022,Not in team,1,
237926,Not in team,1,
251494,Not in team,1,
224615,Not in team,1,
225383,Not in team,1,
229735,Not in team,1,
245863,Not in team,1,
209027,Not in team,1,
205443,Not in team,1,
263555,Not in team,1,
259714,Not in team,1,
242302,Not in team,1,
251774,Not in team,1,
246911,Not in team,1,
252031,Not in team,1,
210304,Not in team,1,
213376,Not in team,1,
194944,Not in team,1,
261504,Not in team,1,
262529,Not in team,1,
215425,Not in team,1,
183425,Not in team,1,
251521,Not in team,1,
257153,Not in team,1,
263810,Not in team,1,
225922,Not in team,1,
239746,Not in team,1,
245122,Not in team,1,
258919,Not in team,1,
260968,Not in team,1,
232053,Not in team,1,
259185,Not in team,1,
169584,Not in team,1,
261488,Not in team,1,
242545,Not in team,1,
177521,Not in team,1,
244081,Not in team,1,
183665,Not in team,1,
252785,Not in team,1,
253553,Not in team,1,
262770,Not in team,1,
205161,Not in team,1,
217202,Not in team,1,
225650,Not in team,1,
237426,Not in team,1,
239730,Not in team,1,
254834,Not in team,1,
220787,Not in team,1,
231284,Not in team,1,
240756,Not in team,1,
234096,Not in team,1,
258415,Not in team,1,
245615,Not in team,1,
260974,Not in team,1,
232553,Not in team,1,
263786,Not in team,1,
238187,Not in team,1,
247403,Not in team,1,
255851,Not in team,1,
260203,Not in team,1,
263020,Not in team,1,
223852,Not in team,1,
234860,Not in team,1,
243052,Not in team,1,
252524,Not in team,1,
260716,Not in team,1,
262509,Not in team,1,
237933,Not in team,1,
261485,Not in team,1,
150894,Not in team,1,
251502,Not in team,1,
255527,Not in team,1,
210726,Not in team,1,
210783,Not in team,1,
263903,Not in team,1,
258784,Not in team,1,
257248,Not in team,1,
207584,Not in team,1,
200928,Not in team,1,
259807,Not in team,1,
192479,Not in team,1,
251359,Not in team,1,
242399,Not in team,1,
260574,Not in team,1,
202977,Not in team,1,
259038,Not in team,1,
257246,Not in team,1,
253662,Not in team,1,
251870,Not in team,1,
251358,Not in team,1,
243422,Not in team,1,
238046,Not in team,1,
262109,Not in team,1,
264161,Not in team,1,
243169,Not in team,1,
258085,Not in team,1,
254638,Not in team,1,
204722,Not in team,1,
252080,Not in team,1,
262320,Not in team,1,
237999,Not in team,1,
223407,Not in team,1,
263343,Not in team,1,
259758,Not in team,1,
255150,Not in team,1,
263342,Not in team,1,
255457,Not in team,1,
169389,Not in team,1,
190179,Not in team,1,
250851,Not in team,1,
238051,Not in team,1,
239074,Not in team,1,
232674,Not in team,1,
212450,Not in team,1,
205026,Not in team,1,
255453,Not in team,1,
254685,Not in team,1,
254173,Not in team,1,
232291,Not in team,1,
240600,Not in team,1,
227288,Not in team,1,
260311,Not in team,1,
258519,Not in team,1,
256983,Not in team,1,
226775,Not in team,1,
238179,Not in team,1,
237923,Not in team,1,
222051,Not in team,1,
245981,Not in team,1,
240738,Not in team,1,
173665,Not in team,1,
232545,Not in team,1,
255072,Not in team,1,
264288,Not in team,1,
253791,Not in team,1,
242271,Not in team,1,
228191,Not in team,1,
255449,Not in team,1,
255705,Not in team,1,
263898,Not in team,1,
256218,Not in team,1,
245725,Not in team,1,
234205,Not in team,1,
225245,Not in team,1,
263645,Not in team,1,
260828,Not in team,1,
255452,Not in team,1,
181468,Not in team,1,
245212,Not in team,1,
243932,Not in team,1,
238044,Not in team,1,
222172,Not in team,1,
258523,Not in team,1,
256219,Not in team,1,
252379,Not in team,1,
248539,Not in team,1,
240347,Not in team,1,
231131,Not in team,1,
245170,Not in team,1,
260274,Not in team,1,
224691,Not in team,1,
212255,Not in team,1,
264481,Not in team,1,
262689,Not in team,1,
190240,Not in team,1,
244256,Not in team,1,
264480,Not in team,1,
259615,Not in team,1,
242975,Not in team,1,
236319,Not in team,1,
259614,Not in team,1,
182206,Not in team,1,
200704,Not in team,1,
215808,Not in team,1,
223488,Not in team,1,
233728,Not in team,1,
243200,Not in team,1,
260352,Not in team,1,
264127,Not in team,1,
253118,Not in team,1,
223777,Not in team,1,
228385,Not in team,1,
232481,Not in team,1,
236321,Not in team,1,
247333,Not in team,1,
236325,Not in team,1,
232997,Not in team,1,
227877,Not in team,1,
244004,Not in team,1,
242980,Not in team,1,
254243,Not in team,1,
244515,Not in team,1,
243491,Not in team,1,
240675,Not in team,1,
230179,Not in team,1,
263715,Not in team,1,
257570,Not in team,1,
257314,Not in team,1,
245026,Not in team,1,
229922,Not in team,1,
251425,Not in team,1,
248766,Not in team,1,
230846,Not in team,1,
242611,Not in team,1,
263094,Not in team,1,
229303,Not in team,1,
226743,Not in team,1,
261558,Not in team,1,
256950,Not in team,1,
256694,Not in team,1,
255414,Not in team,1,
243126,Not in team,1,
240054,Not in team,1,
262838,Not in team,1,
207806,Not in team,1,
251317,Not in team,1,
183477,Not in team,1,
169909,Not in team,1,
230068,Not in team,1,
199860,Not in team,1,
264116,Not in team,1,
258227,Not in team,1,
256691,Not in team,1,
259767,Not in team,1,
262840,Not in team,1,
225976,Not in team,1,
242104,Not in team,1,
204222,Not in team,1,
264126,Not in team,1,
261565,Not in team,1,
247741,Not in team,1,
242109,Not in team,1,
211389,Not in team,1,
258492,Not in team,1,
256700,Not in team,1,
242364,Not in team,1,
173244,Not in team,1,
264380,Not in team,1,
183993,Not in team,1,
244409,Not in team,1,
238009,Not in team,1,
221625,Not in team,1,
200633,Not in team,1,
243896,Not in team,1,
241422,Not in team,1,
212989,Not in team,1,
214783,Not in team,1,
258815,Not in team,1,
234490,Not in team,1,
233466,Not in team,1,
264442,Not in team,1,
262906,Not in team,1,
257785,Not in team,1,
243705,Not in team,1,
229881,Not in team,1,
260600,Not in team,1,
247032,Not in team,1,
165880,Not in team,1,
200952,Not in team,1,
248823,Not in team,1,
243959,Not in team,1,
262647,Not in team,1,
245494,Not in team,1,
240886,Not in team,1,
165110,Not in team,1,
262902,Not in team,1,
183807,Not in team,1,
198655,Not in team,1,
170229,Not in team,1,
260094,Not in team,1,
262907,Not in team,1,
263163,Not in team,1,
201467,Not in team,1,
233211,Not in team,1,
233467,Not in team,1,
242683,Not in team,1,
245499,Not in team,1,
262396,Not in team,1,
207868,Not in team,1,
260092,Not in team,1,
241658,Not in team,1,
163581,Not in team,1,
231933,Not in team,1,
183549,Not in team,1,
253693,Not in team,1,
255485,Not in team,1,
259581,Not in team,1,
262654,Not in team,1,
251902,Not in team,1,
261621,Not in team,1,
258804,Not in team,1,
252922,Not in team,1,
223988,Not in team,1,
254964,Not in team,1,
264692,Not in team,1,
255226,Not in team,1,
230644,Not in team,1,
253428,Not in team,1,
232436,Not in team,1,
253161,Not in team,1,
232682,Not in team,1,
248109,Not in team,1,
246829,Not in team,1,
238057,Not in team,1,
237101,Not in team,1,
209965,Not in team,1,
263149,Not in team,1,
258284,Not in team,1,
254188,Not in team,1,
251628,Not in team,1,
254509,Not in team,1,
263404,Not in team,1,
244715,Not in team,1,
223467,Not in team,1,
256746,Not in team,1,
248298,Not in team,1,
222188,Not in team,1,
264238,Not in team,1,
229678,Not in team,1,
242990,Not in team,1,
256819,Not in team,1,
253235,Not in team,1,
248371,Not in team,1,
177971,Not in team,1,
224307,Not in team,1,
248114,Not in team,1,
240946,Not in team,1,
239666,Not in team,1,
199218,Not in team,1,
261169,Not in team,1,
255793,Not in team,1,
254513,Finland,1,23
261167,Not in team,1,
260143,Not in team,1,
252975,Not in team,1,
247343,Not in team,1,
237937,Not in team,1,
261352,Not in team,1,
231932,Not in team,1,
204348,Not in team,1,
243004,Not in team,1,
260351,Not in team,1,
258303,Not in team,1,
232959,Not in team,1,
205311,Not in team,1,
262399,Not in team,1,
256510,Not in team,1,
251646,Not in team,1,
213502,Not in team,1,
262910,Not in team,1,
259325,Not in team,1,
230653,Not in team,1,
214525,Not in team,1,
259579,Not in team,1,
258355,Not in team,1,
253179,Not in team,1,
263418,Not in team,1,
255225,Not in team,1,
203512,Not in team,1,
260087,Not in team,1,
251895,Not in team,1,
262903,Not in team,1,
247286,Not in team,1,
207606,Not in team,1,
263158,Not in team,1,
257013,Not in team,1,
241397,Not in team,1,
240373,Not in team,1,
252916,Not in team,1,
261691,Not in team,1,
260923,Not in team,1,
259899,Not in team,1,
191803,Not in team,1,
263732,Not in team,1,
234804,Not in team,1,
238132,Not in team,1,
204853,Not in team,1,
247349,Not in team,1,
262710,Not in team,1,
264502,Not in team,1,
228918,Not in team,1,
247350,Not in team,1,
254262,Not in team,1,
258102,Not in team,1,
260918,Not in team,1,
234295,Not in team,1,
243767,Not in team,1,
258103,Not in team,1,
260919,Not in team,1,
263480,Not in team,1,
251192,Not in team,1,
254776,Not in team,1,
257080,Not in team,1,
264249,Not in team,1,
208953,Not in team,1,
234297,Not in team,1,
240186,Not in team,1,
176442,Not in team,1,
242746,Not in team,1,
256058,Not in team,1,
261690,Not in team,1,
243515,Not in team,1,
262633,Not in team,1,
253921,Not in team,1,
255720,Not in team,1,
248296,Not in team,1,
263435,Not in team,1,
239371,Not in team,1,
243468,Not in team,1,
254989,Not in team,1,
259085,Not in team,1,
261133,Not in team,1,
262926,Not in team,1,
251918,Not in team,1,
254222,Not in team,1,
237839,Not in team,1,
251919,Not in team,1,
224016,Not in team,1,
226832,Not in team,1,
254992,Not in team,1,
262673,Not in team,1,
202769,Not in team,1,
229393,Not in team,1,
231697,Not in team,1,
201491,Not in team,1,
233492,Not in team,1,
241428,Not in team,1,
244501,Not in team,1,
263190,Not in team,1,
200714,Not in team,1,
263178,Not in team,1,
248073,Not in team,1,
254469,Not in team,1,
262659,Not in team,1,
243971,Not in team,1,
264452,Not in team,1,
202244,Not in team,1,
250884,Not in team,1,
256004,Not in team,1,
257796,Not in team,1,
261380,Not in team,1,
252165,Not in team,1,
252421,Not in team,1,
258821,Not in team,1,
169481,Not in team,1,
246278,Not in team,1,
258822,Not in team,1,
220167,Not in team,1,
239623,Not in team,1,
257031,Not in team,1,
262664,Not in team,1,
243464,Not in team,1,
263177,Not in team,1,
215561,Not in team,1,
230409,Not in team,1,
221206,Not in team,1,
239126,Not in team,1,
251926,Not in team,1,
263398,Not in team,1,
232675,Not in team,1,
237027,Not in team,1,
258787,Not in team,1,
222180,Not in team,1,
257764,Not in team,1,
210149,Not in team,1,
232677,Not in team,1,
257253,Not in team,1,
258533,Not in team,1,
261349,Not in team,1,
241382,Not in team,1,
232418,Not in team,1,
262940,Not in team,1,
255206,Not in team,1,
256742,Not in team,1,
202727,Not in team,1,
209895,Not in team,1,
250855,Not in team,1,
257255,Not in team,1,
200936,Not in team,1,
228072,Not in team,1,
232680,Not in team,1,
259810,Not in team,1,
260577,Not in team,1,
255255,Not in team,1,
257245,Not in team,1,
258071,Not in team,1,
262168,Not in team,1,
263448,Not in team,1,
238104,Not in team,1,
259096,Not in team,1,
261595,Not in team,1,
263132,Not in team,1,
240604,Not in team,1,
242652,Not in team,1,
254172,Not in team,1,
260061,Not in team,1,
262899,Not in team,1,
233950,Not in team,1,
257758,Not in team,1,
263135,Not in team,1,
244191,Not in team,1,
260575,Not in team,1,
264160,Not in team,1,
246240,Not in team,1,
246752,Not in team,1,
251872,Not in team,1,
233953,Not in team,1,
252148,Not in team,1,
257753,Not in team,1,
257010,Not in team,1,
262488,Not in team,1,
229731,Not in team,1,
247395,Not in team,1,
242276,Not in team,1,
250724,Not in team,1,
252260,Not in team,1,
261476,Not in team,1,
263270,Not in team,1,
209254,Not in team,1,
222822,Not in team,1,
207463,Not in team,1,
253799,Not in team,1,
219392,Not in team,1,
190720,Not in team,1,
238081,Not in team,1,
263170,Not in team,1,
238338,Not in team,1,
247042,Not in team,1,
253996,Not in team,1,
185388,Not in team,1,
242732,Not in team,1,
241452,Not in team,1,
236588,Not in team,1,
215084,Not in team,1,
207459,Not in team,1,
264035,Not in team,1,
248674,Not in team,1,
261211,Not in team,1,
240472,Not in team,1,
257112,Not in team,1,
237657,Not in team,1,
240473,Not in team,1,
255577,Not in team,1,
258393,Not in team,1,
264026,Not in team,1,
224602,Not in team,1,
260442,Not in team,1,
259419,Not in team,1,
247388,Not in team,1,
264546,Not in team,1,
221277,Not in team,1,
233054,Not in team,1,
243294,Not in team,1,
262751,Not in team,1,
252255,Not in team,1,
254303,Not in team,1,
213344,Not in team,1,
247905,Not in team,1,
260705,Not in team,1,
264290,Not in team,1,
263724,Not in team,1,
240939,Not in team,1,
239915,Not in team,1,
264221,Not in team,1,
237089,Not in team,1,
208929,Not in team,1,
241440,Not in team,1,
238880,Not in team,1,
251167,Not in team,1,
193310,Not in team,1,
244510,Not in team,1,
239646,Not in team,1,
244765,Not in team,1,
237341,Not in team,1,
263965,Not in team,1,
256801,Not in team,1,
194076,Not in team,1,
247836,Not in team,1,
245276,Not in team,1,
203548,Not in team,1,
264476,Not in team,1,
259864,Not in team,1,
263449,Not in team,1,
251417,Not in team,1,
262171,Not in team,1,
264219,Not in team,1,
241953,Not in team,1,
264482,Not in team,1,
259114,Not in team,1,
246821,Not in team,1,
244010,Not in team,1,
260648,Not in team,1,
256296,Not in team,1,
251176,Not in team,1,
212776,Not in team,1,
237095,Not in team,1,
254246,Not in team,1,
263718,Not in team,1,
262950,Not in team,1,
259877,Not in team,1,
238117,Not in team,1,
224546,Not in team,1,
263973,Not in team,1,
259620,Not in team,1,
257060,Not in team,1,
245796,Not in team,1,
240420,Not in team,1,
186147,Not in team,1,
251427,Not in team,1,
223011,Not in team,1,
253474,Not in team,1,
240674,Not in team,1,
224088,Not in team,1,
244567,Not in team,1,
254194,Not in team,1,
202583,Not in team,1,
247001,Not in team,1,
246233,Not in team,1,
240345,Not in team,1,
219865,Not in team,1,
251352,Not in team,1,
240856,Not in team,1,
226264,Not in team,1,
264664,Not in team,1,
233687,Not in team,1,
261334,Not in team,1,
242134,Not in team,1,
226006,Not in team,1,
258261,Not in team,1,
257237,Not in team,1,
251349,Not in team,1,
210901,Not in team,1,
247508,Not in team,1,
245716,Not in team,1,
264660,Not in team,1,
262356,Not in team,1,
257235,Not in team,1,
251603,Not in team,1,
244179,Not in team,1,
254722,Not in team,1,
224731,Not in team,1,
233691,Not in team,1,
226800,Not in team,1,
248050,Not in team,1,
241650,Not in team,1,
240882,Not in team,1,
263154,Not in team,1,
195057,Not in team,1,
255729,Not in team,1,
251889,Not in team,1,
237553,Not in team,1,
236785,Not in team,1,
263921,Not in team,1,
260335,Not in team,1,
261083,Not in team,1,
258031,Not in team,1,
254959,Not in team,1,
254191,Not in team,1,
248559,Not in team,1,
235247,Not in team,1,
230895,Not in team,1,
263663,Not in team,1,
254702,Not in team,1,
255213,Not in team,1,
230893,Not in team,1,
241875,Not in team,1,
150995,Not in team,1,
264147,Not in team,1,
258644,Not in team,1,
257480,Not in team,1,
255176,Not in team,1,
251848,Not in team,1,
205139,Not in team,1,
244563,Not in team,1,
247123,Not in team,1,
253779,Not in team,1,
261971,Not in team,1,
246100,Not in team,1,
255828,Not in team,1,
260436,Not in team,1,
236234,Not in team,1,
221525,Not in team,1,
240725,Not in team,1,
255829,Not in team,1,
256853,Not in team,1,
209750,Not in team,1,
233814,Not in team,1,
245334,Not in team,1,
247638,Not in team,1,
248662,Not in team,1,
264535,Not in team,1,
259528,Not in team,1,
187338,Not in team,1,
262098,Not in team,1,
244942,Not in team,1,
244178,Not in team,1,
260561,Not in team,1,
264657,Not in team,1,
264401,Not in team,1,
259280,Not in team,1,
251856,Not in team,1,
231120,Not in team,1,
255183,Not in team,1,
263631,Not in team,1,
259534,Not in team,1,
247245,Not in team,1,
253898,Not in team,1,
245453,Not in team,1,
255436,Not in team,1,
264652,Not in team,1,
263628,Not in team,1,
261323,Not in team,1,
259531,Not in team,1,
239051,Not in team,1,
225739,Not in team,1,
262347,Not in team,1,
255434,Not in team,1,
256002,Not in team,1,
254694,Not in team,1,
263594,Not in team,1,
256172,Not in team,1,
239016,Not in team,1,
248488,Not in team,1,
260264,Not in team,1,
263081,Not in team,1,
263337,Not in team,1,
262057,Not in team,1,
246954,Not in team,1,
257194,Not in team,1,
257962,Not in team,1,
228267,Not in team,1,
239019,Not in team,1,
257707,Not in team,1,
258988,Not in team,1,
224322,Not in team,1,
262573,Not in team,1,
202925,Not in team,1,
208813,Not in team,1,
240813,Not in team,1,
245165,Not in team,1,
251054,Not in team,1,
260014,Not in team,1,
262062,Not in team,1,
262831,Not in team,1,
260527,Not in team,1,
251312,Not in team,1,
261040,Not in team,1,
224936,Not in team,1,
212392,Not in team,1,
264104,Not in team,1,
258983,Not in team,1,
176839,Not in team,1,
52679,Not in team,1,
226504,Not in team,1,
240328,Not in team,1,
264096,Not in team,1,
234912,Not in team,1,
241312,Not in team,1,
258976,Not in team,1,
262561,Not in team,1,
241825,Not in team,1,
216226,Not in team,1,
221346,Not in team,1,
248482,Not in team,1,
255394,Not in team,1,
213667,Not in team,1,
235939,Not in team,1,
256931,Not in team,1,
203428,Not in team,1,
206500,Not in team,1,
258468,Not in team,1,
236197,Not in team,1,
239013,Not in team,1,
239783,Not in team,1,
248487,Not in team,1,
253607,Not in team,1,
242609,Not in team,1,
247985,Not in team,1,
250801,Not in team,1,
261452,Not in team,1,
264524,Not in team,1,
263500,Not in team,1,
246603,Not in team,1,
245067,Not in team,1,
244811,Not in team,1,
254282,Not in team,1,
263498,Not in team,1,
255305,Not in team,1,
264265,Not in team,1,
222279,Not in team,1,
257862,Not in team,1,
239942,Not in team,1,
250949,Not in team,1,
227653,Not in team,1,
261188,Not in team,1,
260420,Not in team,1,
255812,Not in team,1,
250948,Not in team,1,
239428,Not in team,1,
233284,Not in team,1,
210244,Not in team,1,
262212,Not in team,1,
259907,Not in team,1,
258627,Not in team,1,
241475,Finland,1,13
246604,Not in team,1,
235597,Not in team,1,
261554,Not in team,1,
243021,Not in team,1,
246195,Not in team,1,
253875,Not in team,1,
261299,Not in team,1,
261555,Not in team,1,
264531,Not in team,1,
258642,Not in team,1,
244818,Not in team,1,
240722,Not in team,1,
262226,Not in team,1,
260433,Not in team,1,
260177,Not in team,1,
259153,Not in team,1,
252241,Not in team,1,
248145,Not in team,1,
246353,Not in team,1,
230737,Not in team,1,
261456,Not in team,1,
247376,Not in team,1,
244048,Not in team,1,
166736,Not in team,1,
212816,Not in team,1,
263760,Not in team,1,
259919,Not in team,1,
257871,Not in team,1,
253774,Not in team,1,
236487,Not in team,1,
247237,Not in team,1,
241349,Not in team,1,
215685,Not in team,1,
253828,Not in team,1,
240772,Not in team,1,
140420,Not in team,1,
264324,Not in team,1,
261251,Not in team,1,
254851,Not in team,1,
252547,Not in team,1,
237699,Not in team,1,
208771,Not in team,1,
262787,Not in team,1,
259970,Not in team,1,
247426,Not in team,1,
264066,Not in team,1,
258945,Not in team,1,
237185,Not in team,1,
255360,New Zealand,1,16
251264,Not in team,1,
263296,Not in team,1,
260735,Not in team,1,
258687,Not in team,1,
246399,Not in team,1,
200319,Not in team,1,
263551,Not in team,1,
260990,Not in team,1,
186494,Not in team,1,
254084,Not in team,1,
261765,Not in team,1,
