ID,PreferredFoot,Height,Weight
261182,Right,175,63
218175,Right,187,81
238190,Left,175,77
237884,Left,182,78
187225,Right,173,72
233276,Left,182,64
233309,Right,178,66
235101,Right,181,76
242525,Right,183,73
182365,Right,191,91
260189,Right,165,65
224094,Right,196,84
240734,Left,187,77
183646,Right,182,80
185438,Right,172,75
215647,Right,189,79
234079,Right,186,79
244319,Right,193,81
245855,Left,177,70
181343,Left,177,74
247391,Right,175,68
218976,Left,176,73
252512,Right,187,76
209761,Right,183,78
212065,Right,174,68
240481,Right,180,68
247649,Left,195,74
231005,Right,181,75
204637,Left,182,75
200797,Right,174,73
226395,Right,177,75
216666,Right,184,78
152922,Right,182,76
236378,Right,187,73
238682,Right,186,76
186970,Right,183,73
253786,Right,180,72
262491,Left,183,71
198235,Right,168,77
156507,Left,182,80
238683,Left,184,67
197981,Right,201,94
199772,Right,183,79
233564,Right,186,76
233820,Right,188,80
237916,Right,173,61
238684,Right,188,79
176732,Right,186,82
246108,Right,172,73
184156,Right,174,72
191068,Right,188,80
193889,Right,183,83
213858,Right,195,86
214114,Left,174,77
240697,Right,175,67
171831,Right,186,86
247351,Right,175,69
187447,Right,182,77
258359,Right,183,77
229176,Right,178,72
235320,Right,196,81
242744,Right,181,77
261176,Left,188,81
211001,Right,191,72
258361,Left,193,80
242486,Right,180,78
209210,Left,191,88
218938,Right,180,80
234298,Right,172,72
239930,Right,184,77
241210,Right,188,80
243514,Left,181,75
251195,Left,171,66
208188,Left,193,82
221756,Left,169,60
199735,Right,185,74
239926,Right,182,80
231266,Right,172,77
244786,Left,187,77
241506,Right,176,70
255586,Right,170,65
227377,Right,186,85
254257,Right,170,67
201522,Right,186,88
212018,Right,182,75
216114,Left,186,80
223794,Right,176,64
230450,Left,181,69
245810,Right,180,80
206134,Right,185,73
253490,Left,174,65
237619,Right,174,69
247091,Right,182,71
203060,Right,185,70
219956,Left,188,76
214837,Right,186,88
187701,Right,175,70
253237,Left,180,73
255285,Left,195,90
236832,Right,176,72
221631,Right,189,82
218656,Right,187,84
192008,Right,182,73
239624,Right,186,80
222472,Right,188,78
200200,Right,182,73
259847,Right,182,79
169479,Right,187,86
227847,Right,193,81
260358,Right,184,80
230150,Right,168,60
225798,Right,173,67
240133,Right,188,90
236037,Right,177,67
220677,Right,168,64
260356,Right,178,70
190724,Right,184,83
242692,Right,178,73
240648,Right,178,70
238089,Right,179,74
212484,Right,173,68
205834,Right,178,74
212237,Right,184,77
254220,Right,180,74
220940,Right,180,71
194059,Right,177,72
187915,Right,194,88
184843,Right,185,81
238091,Right,182,72
172555,Right,183,80
236043,Right,178,73
211211,Right,180,74
207627,Right,183,80
260874,Right,191,83
244490,Right,184,81
233226,Right,180,74
224010,Right,187,85
240132,Left,184,73
259331,Right,183,77
209166,Right,185,82
258168,Left,186,74
237176,Right,190,70
222328,Right,182,84
216440,Right,183,79
204664,Left,168,64
198264,Right,180,73
197496,Right,184,82
255351,Right,178,76
247159,Left,186,80
245367,Right,168,58
232311,Right,174,68
228983,Right,189,84
198519,Left,187,81
246390,Right,184,72
233078,Left,188,82
202102,Left,183,70
184696,Right,175,72
202617,Right,189,80
259075,Right,169,62
222329,Right,174,60
236803,Right,174,68
222979,Right,173,68
221955,Right,187,73
211203,Right,179,75
258306,Right,175,67
189186,Right,180,70
223355,Right,175,74
214395,Right,174,71
221050,Left,175,73
212090,Right,196,100
252025,Left,184,77
251769,Right,180,75
244601,Right,190,80
169593,Right,178,76
232057,Right,167,58
179725,Right,183,83
239118,Right,185,80
264310,Right,166,57
213444,Right,175,78
248259,Left,174,68
241859,Right,192,86
259778,Right,177,68
248002,Right,185,86
237762,Right,166,59
233154,Left,181,76
232130,Right,179,75
259521,Left,180,75
243393,Left,180,78
263617,Right,180,72
243904,Right,175,74
241344,Right,179,65
240576,Right,162,64
231872,Right,184,87
157888,Right,185,78
259779,Left,181,64
237252,Right,183,79
260543,Right,189,80
242628,Left,170,68
259782,Right,186,87
255942,Left,192,74
227526,Left,180,70
225734,Left,185,74
218054,Right,177,76
216518,Right,194,82
202182,Right,175,68
248005,Right,192,89
242117,Right,165,61
241605,Left,180,75
233413,Right,185,81
232645,Right,184,80
155589,Right,183,76
264389,Left,203,71
259012,Right,178,66
221632,Left,185,81
257471,Left,181,66
197391,Right,180,73
243456,Right,178,77
238336,Right,183,64
233216,Right,190,89
231424,Right,180,77
222993,Right,177,68
207633,Left,199,99
200209,Right,187,83
251152,Left,185,81
184336,Left,185,77
237328,Right,173,70
220944,Right,189,65
199440,Left,184,80
259087,Left,182,70
186127,Right,183,76
242703,Right,188,82
231951,Left,173,76
239104,Left,185,82
244736,Left,170,62
245439,Right,184,76
247040,Left,174,63
179903,Left,179,75
230079,Right,166,68
229055,Left,187,85
262335,Left,183,74
258494,Left,172,59
253630,Left,183,78
184254,Left,184,85
237826,Right,174,71
235266,Left,193,84
225026,Right,184,73
202754,Right,180,72
196353,Left,178,65
248833,Right,175,67
245249,Right,176,70
165889,Right,182,75
201078,Left,180,75
203637,Right,175,69
246727,Right,183,70
211619,Right,186,85
187042,Right,183,76
213922,Right,189,86
203426,Right,174,69
262562,Left,184,78
258465,Right,170,65
182689,Right,178,72
167841,Right,170,68
230561,Right,193,98
221857,Right,170,66
214177,Right,175,70
211617,Right,185,70
209569,Right,173,64
228768,Right,177,74
216736,Right,185,78
246687,Left,156,57
209315,Left,177,75
225955,Right,195,88
228255,Right,185,83
232611,Right,172,67
221620,Right,183,71
237747,Right,180,72
235955,Left,170,58
232627,Right,177,68
225715,Left,178,70
222643,Right,190,87
204979,Left,177,68
259249,Right,180,70
253617,Left,177,74
228017,Right,185,80
220593,Right,188,84
244912,Right,179,75
223908,Left,180,70
170915,Right,175,72
234147,Right,180,74
233887,Right,186,73
213407,Right,198,93
253364,Right,182,70
232603,Right,182,75
219803,Right,185,93
198811,Right,185,73
262299,Left,184,75
255386,Right,170,67
242330,Right,174,71
241562,Left,180,75
240026,Right,173,68
239770,Right,191,80
237210,Right,178,72
229530,Right,188,84
228762,Right,181,65
201114,Right,178,70
193177,Left,170,73
237721,Right,175,66
230809,Right,185,71
221595,Right,180,79
235419,Right,171,70
188062,Left,188,78
250779,Right,195,85
242334,Right,178,88
241566,Left,178,73
230046,Right,177,63
227998,Right,183,79
223134,Right,178,78
221854,Right,183,70
217758,Right,178,85
178589,Left,177,71
238749,Right,188,80
224925,Right,179,73
221853,Left,176,68
190620,Left,180,72
251036,Right,186,80
243612,Right,188,78
222620,Right,170,72
247476,Right,180,77
259252,Right,190,81
200309,Right,188,77
246385,Right,190,83
224881,Left,174,66
217201,Right,183,82
211825,Right,173,68
205681,Right,185,80
259184,Right,175,68
192624,Left,175,66
243312,Right,182,74
236400,Left,186,75
209264,Right,173,70
179646,Left,180,81
244158,Right,179,72
235966,Right,187,83
232382,Right,170,64
210366,Right,186,84
203966,Left,187,86
229745,Right,179,77
187761,Right,181,73
258493,Right,186,74
260209,Right,174,70
263029,Left,188,76
244340,Right,188,83
233588,Right,185,74
231540,Left,188,78
211828,Left,187,82
210804,Right,178,78
261491,Right,188,76
254835,Right,184,77
247667,Right,179,73
239219,Right,162,62
226675,Right,185,80
225395,Right,193,80
198003,Left,180,75
236914,Right,182,78
220786,Right,185,75
259773,Left,178,71
253629,Right,188,75
199861,Right,175,60
243641,Right,184,78
215993,Right,177,74
201401,Right,176,76
263609,Right,178,77
260024,Left,179,80
252088,Right,186,79
239800,Right,174,68
253879,Right,167,70
230070,Left,177,73
209334,Right,179,77
202422,Right,175,58
260021,Right,178,71
251829,Left,189,76
232117,Right,182,77
231093,Right,181,83
223925,Right,195,88
224953,Right,195,85
246457,Left,179,67
250813,Right,186,76
235194,Left,188,73
235197,Right,165,68
234941,Left,185,71
232636,Right,175,64
232380,Right,170,68
213692,Right,175,70
210108,Right,180,72
204220,Right,180,70
193211,Right,176,71
189115,Left,184,79
246203,Right,187,80
178363,Right,181,89
238779,Right,192,91
258746,Right,175,72
243386,Right,181,74
237498,Left,172,55
197831,Left,180,72
251335,Right,188,84
223263,Right,180,77
227878,Right,178,64
203558,Left,176,69
250917,Right,181,73
248869,Left,172,71
246309,Right,180,73
246053,Left,179,76
239397,Right,170,70
220197,Left,185,72
228388,Right,180,85
262436,Left,178,72
255779,Right,176,68
173859,Right,170,67
208675,Right,182,76
189730,Left,186,81
179746,Right,186,90
235554,Right,183,70
205862,Right,183,70
235558,Right,179,79
254603,Left,192,92
252454,Right,190,81
240170,Left,189,84
236586,Right,177,63
233258,Right,187,78
222506,Right,180,67
253225,Right,177,70
248873,Right,173,72
201257,Right,174,75
199465,Right,178,77
252200,Right,195,85
246056,Left,168,69
205352,Right,191,80
199464,Right,184,79
260647,Right,180,75
247335,Right,186,74
257318,Right,173,60
229516,Right,172,71
238987,Right,191,78
236587,Left,175,68
209285,Right,191,75
191108,Right,180,74
255876,Right,166,59
188292,Right,188,90
247428,Right,188,80
240260,Right,182,74
238980,Right,182,76
235652,Right,192,81
225924,Right,170,70
224388,Right,183,78
230787,Right,186,80
223107,Left,190,81
252802,Right,190,79
215170,Left,188,81
213634,Right,180,76
253825,Right,175,70
258180,Right,185,78
219781,Right,184,73
234635,Left,188,84
238725,Right,185,80
234123,Right,175,70
166539,Right,178,77
257162,Right,170,64
239498,Right,173,72
208778,Right,190,80
189833,Right,179,77
219529,Right,194,90
205961,Right,184,78
237704,Left,191,83
223880,Right,182,76
225927,Left,172,65
220039,Right,177,67
202375,Left,174,68
255365,Right,176,68
244869,Right,178,73
206123,Right,169,65
246827,Right,184,77
216449,Right,182,76
261146,Left,186,78
237594,Right,195,89
169498,Right,178,74
210970,Right,180,73
204826,Right,197,79
260121,Right,186,76
256281,Right,182,77
235033,Right,189,77
228632,Right,188,86
186135,Right,180,69
213271,Right,186,76
263191,Right,189,82
259094,Right,181,74
246550,Right,185,80
224790,Right,187,78
258325,Left,181,79
240922,Right,178,75
207899,Right,189,86
256788,Left,173,68
229915,Right,181,78
149791,Left,168,71
255773,Right,177,66
250909,Right,171,69
245277,Right,176,70
241693,Right,173,66
240925,Right,185,79
236829,Right,190,85
193564,Right,178,80
242716,Right,178,73
227868,Right,180,66
225564,Right,181,78
208668,Right,185,73
205596,Left,179,65
256539,Right,197,88
248603,Right,187,86
200981,Right,184,76
252436,Right,187,75
194091,Right,175,74
248111,Right,185,81
238895,Left,174,72
230447,Right,178,77
217647,Left,180,75
217391,Left,176,70
215855,Left,178,73
214319,Right,186,78
214063,Right,179,72
248110,Left,185,80
221486,Left,190,84
204078,Right,180,70
197166,Right,185,83
252461,Right,186,78
251436,Right,169,58
224300,Right,181,69
260139,Right,176,69
241967,Right,183,76
252463,Right,170,68
242708,Right,168,75
225584,Right,172,75
226580,Right,173,70
224020,Right,177,70
251923,Left,169,73
239379,Right,175,70
236307,Right,185,73
235027,Right,185,72
228627,Left,171,64
255505,Left,185,70
239377,Left,173,63
238865,Right,188,82
228369,Right,184,77
227601,Right,178,68
201265,Right,196,85
255536,Right,188,77
240176,Right,185,80
243841,Right,176,72
209281,Left,164,63
253895,Right,165,66
224662,Right,174,71
233109,Right,186,81
232597,Left,175,60
227477,Right,186,78
257172,Right,190,87
243604,Left,177,72
193427,Right,180,70
247187,Right,190,88
202131,Right,177,72
193426,Left,180,80
239762,Left,184,80
251025,Right,180,78
248465,Left,173,57
244881,Left,180,75
230801,Left,181,68
226705,Left,180,65
224150,Right,183,73
193942,Left,177,77
247696,Left,175,70
226711,Left,180,72
234148,Right,185,70
230308,Left,186,78
193688,Right,187,80
251800,Right,180,74
251288,Right,193,91
233880,Right,188,78
204184,Right,177,73
201112,Right,190,82
261015,Right,165,61
260247,Right,187,80
258455,Right,185,85
238743,Right,193,90
169623,Left,187,90
233879,Right,173,63
230807,Left,172,70
263825,Right,180,71
246416,Right,180,75
188836,Right,188,79
213133,Left,173,65
199053,Right,186,76
198285,Right,191,85
254860,Left,170,68
244364,Right,192,85
237708,Right,181,70
228810,Right,177,69
187337,Right,186,83
237769,Right,180,74
216265,Right,191,78
213449,Right,181,74
191944,Right,174,68
238536,Right,167,58
237768,Right,181,70
172232,Right,186,87
231624,Right,186,81
201869,Left,173,68
223629,Right,174,70
243856,Right,173,67
232589,Right,174,68
232848,Left,182,75
211600,Left,176,70
210832,Right,192,87
202896,Right,179,72
263056,Right,174,65
241551,Left,173,71
230287,Right,177,73
250766,Right,173,73
222350,Left,179,69
214414,Right,178,71
212366,Right,172,75
263566,Right,175,65
193421,Right,179,73
246157,Right,190,87
242317,Left,170,65
252324,Right,174,66
255908,Left,184,76
245632,Left,193,79
259707,Right,175,74
239023,Right,172,66
234671,Left,188,80
214447,Right,178,72
260270,Left,178,75
256942,Right,187,81
232110,Right,190,90
230830,Left,193,87
212910,Right,193,93
210862,Right,190,82
208302,Right,183,73
259245,Right,175,70
214701,Right,187,71
211373,Right,169,60
202413,Right,181,73
251052,Right,176,72
199088,Right,188,81
207740,Right,163,66
226220,Right,173,65
230268,Right,178,74
221824,Right,176,70
237439,Right,180,75
236415,Right,186,79
206207,Right,191,80
192126,Right,188,84
257406,Right,172,61
225406,Left,180,80
210046,Right,178,66
253565,Left,180,74
239485,Right,193,74
223357,Right,174,72
213117,Right,178,75
201085,Right,175,78
261756,Right,180,68
232316,Right,181,73
247468,Right,185,83
214700,Right,177,73
208549,Right,189,79
245159,Left,187,78
231335,Left,175,72
203175,Left,185,70
255398,Right,178,70
248230,Left,177,70
209062,Right,182,81
262566,Left,171,65
262053,Left,173,67
193701,Right,180,76
258725,Right,180,78
257957,Right,184,84
256421,Right,176,74
239269,Left,174,73
229285,Right,179,77
223909,Right,191,85
221605,Right,192,82
242343,Right,185,86
246951,Left,178,77
247467,Left,182,75
188071,Left,170,64
232619,Right,176,65
260266,Left,180,75
193706,Right,193,85
243882,Right,186,80
242090,Left,186,79
192169,Right,180,70
246441,Right,175,66
211881,Right,182,80
208297,Left,172,70
205225,Right,182,75
189352,Right,173,65
248744,Left,178,77
236712,Left,188,85
220584,Right,194,94
204968,Right,175,66
238923,Right,175,74
189397,Right,181,79
226791,Right,184,80
227789,Right,180,70
205005,Right,185,84
260044,Right,185,77
253644,Left,178,79
248780,Left,185,82
244940,Left,184,81
230860,Right,173,68
224460,Right,187,82
262091,Right,176,70
251595,Left,177,66
183499,Right,194,92
215755,Right,182,75
262859,Left,191,79
192970,Right,183,76
243914,Right,185,84
238282,Right,183,77
213206,Right,191,81
216790,Left,184,76
228310,Right,182,73
238038,Right,180,71
202199,Left,193,94
264422,Right,176,70
208102,Right,190,88
212710,Right,188,70
232166,Right,183,75
235213,Right,194,78
216526,Right,180,83
227278,Right,187,80
251089,Right,168,62
229605,Right,183,70
239589,Right,189,90
248805,Right,177,69
193765,Right,183,78
201940,Right,188,88
194003,Right,187,77
238803,Right,181,74
231123,Left,180,73
204499,Right,196,82
252114,Left,175,71
233170,Right,175,70
248017,Right,168,69
173518,Right,180,77
247249,Left,185,74
160209,Right,168,64
209361,Right,179,73
252368,Left,192,86
260815,Right,181,75
253903,Right,165,61
247503,Right,188,73
240847,Right,200,92
239567,Right,186,87
236751,Right,192,88
259790,Right,173,70
239078,Right,185,87
237031,Right,180,76
228325,Right,178,74
224488,Right,175,73
251373,Right,186,79
192237,Right,184,70
224238,Left,191,84
226542,Right,180,76
242670,Right,177,74
247278,Left,183,72
247534,Right,177,72
216815,Right,191,86
232687,Left,172,69
236271,Right,185,70
253167,Right,178,72
254447,Right,170,72
196848,Right,170,70
231408,Right,182,64
260080,Right,189,77
217841,Right,194,89
221425,Right,172,68
243953,Right,170,68
246001,Right,179,75
248049,Right,176,67
188145,Left,181,81
208370,Right,181,78
241394,Right,178,83
243442,Right,184,77
210134,Right,179,72
241645,Right,178,68
212973,Left,191,89
235244,Left,190,82
239337,Left,181,73
225768,Left,171,67
235496,Right,176,76
245736,Left,167,65
184040,Right,188,85
253416,Right,191,69
254184,Right,176,71
193768,Right,178,71
214761,Left,195,80
225769,Right,185,75
227561,Right,185,80
231145,Right,174,66
240873,Right,184,76
220396,Right,175,73
260841,Right,199,89
261097,Left,179,74
261865,Left,180,73
203754,Right,181,78
229354,Left,168,71
229610,Right,183,79
232426,Right,171,64
245226,Left,189,83
264427,Left,174,76
205291,Right,180,74
241131,Right,172,79
229349,Left,180,64
240333,Right,185,75
251364,Right,184,80
241652,Right,185,82
235769,Right,175,65
148729,Right,190,85
200697,Left,196,93
259576,Right,178,72
183544,Left,175,72
204536,Right,183,84
252407,Right,186,76
202231,Right,175,64
198135,Right,189,75
238820,Right,180,75
258037,Left,180,72
227573,Right,181,79
263669,Right,185,70
236020,Right,185,80
216791,Right,185,77
223732,Right,188,83
221684,Left,188,79
229107,Right,183,82
204787,Left,180,72
260082,Left,182,77
189938,Right,186,82
179698,Left,183,74
244948,Right,180,77
243156,Left,184,77
236244,Right,189,69
226004,Right,185,70
202708,Right,179,77
205015,Right,184,83
254201,Left,183,79
207610,Right,193,84
222970,Left,160,60
223738,Right,188,80
245461,Right,179,68
244949,Right,194,93
229845,Right,175,71
224981,Left,184,74
223957,Right,191,91
206549,Right,186,85
255700,Right,170,65
248575,Right,180,67
235263,Right,197,92
233727,Right,182,69
254206,Right,165,60
208894,Right,188,81
235261,Right,195,76
233981,Left,174,68
262140,Left,187,71
235516,Left,178,63
234492,Right,180,75
233212,Left,185,75
239611,Right,183,70
237563,Right,189,75
236283,Left,176,70
235771,Right,168,75
232955,Left,176,66
229883,Left,173,68
255994,Left,184,91
230906,Right,182,76
224250,Left,187,83
213719,Left,193,86
193013,Right,181,76
247009,Right,187,82
222431,Right,188,83
242907,Right,188,75
251611,Right,186,78
253915,Right,183,75
230876,Left,188,83
232668,Right,182,77
251868,Left,172,70
256476,Left,182,73
193244,Right,188,93
232669,Left,175,65
255965,Right,184,78
228318,Right,172,70
246750,Right,188,74
205535,Right,177,76
238303,Right,179,65
239835,Right,190,82
250847,Right,194,87
216288,Right,177,79
224225,Right,180,76
226785,Right,185,75
240097,Right,173,70
194785,Right,188,76
233442,Right,176,70
237538,Right,182,77
251362,Left,189,80
206563,Right,164,70
231139,Right,188,70
186595,Right,178,73
235236,Right,186,84
242651,Right,175,75
176348,Left,182,80
223963,Right,185,82
243929,Right,183,82
206555,Right,182,70
236247,Right,175,67
186839,Right,178,73
253399,Left,175,70
193495,Right,178,70
234200,Right,182,71
206297,Left,185,78
235225,Left,189,78
189143,Left,184,75
183513,Right,193,91
200667,Right,181,77
173530,Left,173,62
245722,Right,188,80
256730,Left,179,67
226266,Right,170,70
209317,Right,184,74
220581,Right,183,75
258466,Right,185,78
244133,Left,184,78
252325,Right,176,74
253093,Right,184,74
213670,Right,179,80
192165,Right,174,75
232614,Right,186,84
169638,Left,185,75
251558,Right,172,74
255140,Right,170,65
243622,Right,193,88
257188,Left,172,71
254372,Right,179,83
216227,Right,181,73
223907,Right,185,80
230819,Right,176,70
239523,Right,192,90
246691,Right,179,70
190883,Right,175,68
202916,Left,174,68
204196,Left,188,86
224420,Left,179,68
237988,Right,180,74
243364,Right,176,70
193958,Left,183,79
253348,Right,178,73
252326,Left,173,68
201132,Right,191,82
162471,Right,183,73
260267,Right,180,75
191915,Right,192,88
225708,Right,181,70
240812,Right,184,76
242092,Right,174,70
201901,Right,178,74
216237,Right,178,76
216493,Right,187,79
163757,Left,182,70
231597,Left,176,72
234669,Right,195,91
251565,Right,179,65
186541,Right,182,75
243041,Left,180,70
209323,Left,189,86
226216,Right,190,81
237226,Right,183,74
232874,Right,180,69
222378,Left,181,82
222122,Right,175,78
204458,Right,181,75
191657,Left,180,73
252073,Right,189,78
247721,Right,177,75
232617,Right,169,67
140201,Right,170,73
247976,Right,187,79
242856,Left,173,68
232872,Right,182,79
256097,Left,183,75
233047,Right,180,81
198241,Right,183,77
260184,Right,168,64
236890,Right,175,75
231514,Right,174,71
231258,Right,185,77
198490,Right,181,79
193113,Right,178,75
256345,Right,181,68
237913,Right,180,75
225625,Right,180,70
202841,Left,183,78
202073,Right,185,84
196953,Right,193,83
261208,Right,173,66
260952,Right,172,66
240728,Left,191,79
250976,Left,183,82
167512,Right,176,67
253527,Left,175,70
251223,Right,185,77
223537,Right,194,89
203095,Right,183,67
263255,Left,180,66
257878,Right,183,76
255830,Right,173,64
232790,Right,181,75
264022,Right,177,75
257431,Right,167,67
53655,Left,190,89
232343,Right,170,68
238938,Right,181,82
239706,Right,182,79
116314,Right,188,86
210011,Right,173,67
247904,Right,188,83
246112,Right,171,67
242528,Right,174,68
224864,Left,171,75
224608,Right,183,82
208992,Right,180,72
243807,Left,170,70
224095,Right,182,75
221279,Right,163,74
255838,Right,185,74
252254,Left,178,70
251486,Left,187,79
234846,Right,190,82
199774,Right,177,68
263518,Left,181,78
236637,Right,180,75
214365,Right,183,79
202589,Left,184,79
263005,Right,177,71
260188,Left,169,66
259164,Right,183,73
253276,Left,187,87
232540,Left,171,68
190555,Left,178,66
186715,Right,180,73
240987,Right,186,75
222299,Right,173,60
219566,Right,187,90
192328,Right,172,69
247601,Right,195,76
237116,Right,188,84
211096,Right,182,70
216472,Right,184,77
264424,Right,197,92
262376,Left,186,84
254951,Right,180,74
253927,Right,181,77
183527,Right,171,71
243431,Right,191,86
242919,Right,188,80
237799,Right,187,79
225511,Right,186,74
224487,Right,174,68
258534,Right,187,83
247014,Left,189,82
234726,Left,180,69
222438,Right,187,72
221926,Left,173,63
208614,Right,191,85
201958,Right,188,88
244028,Right,193,89
204860,Right,186,78
181989,Right,178,78
194363,Right,168,64
255798,Right,175,70
195126,Right,185,80
263991,Right,187,78
201527,Right,182,79
222519,Left,182,75
224311,Right,178,74
230455,Right,187,77
215864,Right,183,70
228408,Right,170,70
234296,Left,171,67
237368,Right,189,78
239928,Right,188,80
244024,Right,178,67
233017,Right,183,80
244537,Left,188,86
188985,Right,170,68
230458,Right,186,80
244538,Right,183,77
237371,Right,179,65
260325,Right,183,80
206565,Right,175,70
243254,Right,180,74
223968,Right,186,80
198624,Right,183,69
262880,Right,184,78
258783,Right,178,70
253407,Right,180,75
247519,Right,171,64
244703,Right,179,75
242655,Right,170,62
237535,Right,180,70
237023,Right,175,69
223967,Right,180,82
211935,Right,180,72
257502,Left,183,83
224734,Right,188,80
262622,Right,184,70
177885,Right,170,62
226781,Right,191,82
186882,Right,192,91
250882,Right,170,63
232194,Left,177,60
218848,Right,173,70
232928,Left,174,67
203237,Right,194,84
254176,Right,186,80
247268,Left,180,69
199908,Right,188,82
263396,Left,192,73
255971,Right,182,77
187363,Left,182,82
248035,Right,180,77
242915,Left,183,78
222691,Right,175,71
212451,Left,177,71
203491,Right,183,72
244194,Right,187,85
242914,Right,180,75
241890,Right,181,73
237794,Right,174,66
231650,Right,183,76
227810,Right,175,72
253409,Left,170,60
240865,Right,175,66
259296,Right,186,77
251446,Right,186,78
241206,Right,191,86
229073,Right,174,68
216269,Left,180,75
257484,Left,176,70
257228,Left,178,75
232908,Right,173,68
262348,Right,179,76
257483,Right,183,79
256459,Right,189,75
240331,Right,185,73
160203,Right,191,90
203210,Right,185,77
262858,Right,173,62
253129,Right,174,70
240585,Left,178,75
238793,Left,182,76
229065,Right,191,85
255432,Right,175,72
251336,Right,188,88
220872,Right,173,70
260295,Right,191,85
194759,Left,191,78
260812,Right,187,82
224973,Right,183,75
215495,Right,187,82
231885,Left,178,78
263633,Right,171,60
261072,Right,171,68
258768,Left,181,64
242640,Left,178,73
211152,Right,170,68
189391,Left,192,90
253135,Right,173,70
230607,Right,178,72
160207,Right,172,71
206031,Right,186,79
258510,Right,180,75
253902,Left,170,66
247758,Right,175,66
236750,Left,178,67
230094,Right,185,80
226510,Left,185,76
225998,Right,175,70
198094,Right,178,80
232397,Left,179,75
248007,Right,174,74
262343,Left,178,75
238902,Right,185,74
256307,Right,173,64
235572,Right,196,73
243252,Right,188,80
244020,Right,193,79
246324,Right,172,67
257332,Right,177,77
261172,Right,178,75
199477,Right,187,74
207925,Right,176,75
217653,Right,182,75
234293,Right,167,69
239925,Right,178,65
241973,Right,193,80
251189,Right,178,77
189237,Left,180,74
210742,Right,180,68
146486,Right,190,84
227894,Right,180,70
231222,Left,185,74
234294,Left,178,72
219700,Right,186,83
254003,Right,186,76
255686,Right,194,79
235059,Left,168,66
252870,Left,175,66
252358,Left,172,63
251846,Left,178,77
243398,Right,181,81
155334,Right,186,74
263366,Right,188,78
244421,Right,202,90
231109,Left,188,86
220357,Right,178,80
195012,Right,175,60
253892,Right,179,72
251076,Right,186,77
210482,Right,192,84
234290,Right,196,78
246834,Right,170,66
260658,Right,191,90
198195,Right,193,91
229171,Left,180,71
234291,Right,186,80
244277,Left,192,75
228751,Right,178,68
231575,Right,175,69
220650,Right,188,86
245566,Right,186,78
240446,Left,189,75
225342,Right,188,77
210494,Left,180,73
257341,Left,176,69
243773,Right,174,65
255036,Right,182,76
254268,Right,177,70
244284,Right,188,86
230888,Right,178,70
232424,Left,185,78
170472,Left,182,75
248040,Right,183,76
251880,Right,185,70
253928,Right,191,85
258536,Left,180,74
219625,Left,182,81
244201,Right,177,75
187113,Right,187,76
251198,Right,183,73
204095,Right,175,65
225087,Right,174,70
260417,Right,184,70
259139,Left,168,64
254019,Right,183,73
243523,Right,182,78
240451,Left,174,64
173891,Right,185,79
209475,Right,181,83
203331,Right,178,72
195905,Left,180,74
259905,Left,167,64
242751,Right,188,67
254273,Right,178,74
244801,Left,187,80
243009,Left,187,86
251456,Left,191,77
240448,Left,172,68
234816,Right,186,79
200256,Left,184,77
259903,Right,181,73
258025,Right,180,76
231402,Left,174,64
242500,Right,188,83
236010,Right,185,72
236270,Right,179,75
236782,Right,173,68
252910,Right,175,75
258286,Right,175,67
259054,Right,171,66
225519,Right,183,78
236783,Left,178,69
255471,Right,183,73
257007,Right,184,74
262384,Right,184,75
211952,Left,186,80
221680,Right,185,87
176368,Right,179,72
189936,Right,196,78
203249,Right,165,64
204785,Left,191,82
211953,Right,185,83
237809,Left,175,75
251633,Right,172,64
208878,Right,185,80
245997,Right,182,72
215277,Right,183,70
241643,Right,186,74
248810,Right,181,67
254954,Left,180,88
255210,Right,188,80
259818,Left,170,68
211435,Right,188,80
212971,Right,169,70
219627,Right,172,65
240363,Right,177,67
246763,Right,183,72
193260,Right,188,87
53739,Right,193,83
254443,Right,183,81
189163,Right,170,72
154860,Right,173,70
220908,Left,174,82
243180,Right,183,74
244460,Right,177,75
254444,Right,172,70
226628,Right,199,99
263493,Right,185,76
208626,Left,181,70
235014,Left,173,70
255241,Right,188,82
251913,Right,180,69
184585,Right,194,92
181001,Right,188,91
244489,Left,188,85
243721,Right,175,70
238345,Left,181,70
264457,Left,164,65
196873,Right,181,88
259848,Right,174,69
258824,Right,188,79
203528,Right,175,72
263432,Left,182,75
251399,Right,186,80
248071,Right,181,76
244743,Left,172,63
237575,Right,193,87
236551,Right,180,75
233735,Left,181,75
263434,Left,190,79
217098,Right,165,70
235018,Right,197,87
239627,Left,183,80
231241,Right,172,66
254732,Left,178,74
248588,Right,182,70
231948,Right,185,77
221964,Right,186,84
215820,Right,182,76
263180,Right,181,79
244235,Right,170,72
233227,Right,175,67
243210,Left,174,73
232203,Left,185,81
231947,Left,193,85
223755,Right,173,72
156683,Right,180,74
259850,Left,170,66
255754,Right,191,87
254986,Right,180,70
245770,Right,185,79
225799,Right,176,71
232966,Right,183,77
208965,Right,185,70
224518,Left,180,68
255047,Left,184,80
252999,Left,178,68
241479,Right,178,69
238919,Left,191,79
236615,Right,180,75
232519,Left,176,68
230471,Left,180,73
229703,Right,189,81
209223,Right,166,68
256326,Right,176,69
235590,Right,192,79
232518,Right,185,78
230214,Left,182,75
212806,Right,187,82
199750,Right,172,64
246341,Left,177,70
245061,Right,182,72
175941,Right,188,83
