ID,PreferredFoot,Height,Weight
198455,Right,182,75
230988,Right,177,70
245062,Right,177,73
212045,Left,184,80
230441,Left,180,79
212226,Right,174,74
257025,Right,170,63
236033,Right,186,80
198145,Right,180,76
169216,Right,178,70
230477,Right,176,70
241708,Left,187,77
230188,Left,178,78
228908,Left,177,74
221740,Right,184,84
190507,Right,186,78
212778,Left,188,81
200746,Right,181,74
230185,Right,180,79
239106,Left,170,71
223017,Right,175,70
210985,Left,176,75
220968,Right,184,83
219688,Right,190,84
234791,Left,190,79
215079,Right,179,75
193062,Left,186,82
226086,Right,169,70
186405,Right,193,88
242725,Left,189,84
230181,Left,178,69
228645,Right,186,80
195620,Right,169,70
233730,Left,185,82
239875,Right,174,62
237604,Right,183,77
236038,Right,177,68
253695,Right,190,84
206506,Left,174,71
239272,Left,195,91
235432,Right,188,83
246183,Right,176,65
226215,Right,187,74
209063,Right,188,77
203431,Right,177,78
202151,Left,178,72
229542,Right,196,87
223654,Right,174,68
205478,Right,190,85
246790,Right,177,74
228614,Left,185,77
251139,Right,175,70
222982,Right,184,78
212230,Left,175,66
206086,Left,183,71
194053,Right,196,91
245253,Right,174,67
229637,Right,186,80
217605,Right,188,85
216325,Right,196,77
211461,Right,188,83
206085,Right,179,74
258308,Right,180,67
207876,Right,177,75
186115,Left,180,73
253220,Right,170,62
222464,Right,184,75
235812,Right,193,82
230483,Right,181,74
192537,Left,178,68
184089,Left,175,68
232729,Right,180,77
232869,Right,182,76
196952,Left,183,80
195671,Right,188,84
251990,Right,167,65
241750,Left,175,66
213846,Right,179,75
254548,Left,173,65
253012,Right,187,76
185172,Right,190,79
139860,Left,172,71
143699,Right,175,75
205594,Right,188,83
201043,Right,174,72
222546,Right,185,78
183632,Right,182,78
246608,Right,172,67
234832,Left,191,83
219984,Left,180,69
234319,Right,183,63
256035,Right,174,69
246606,Left,167,69
239950,Right,183,69
230222,Right,186,79
225614,Right,173,67
213582,Left,183,77
258585,Right,187,78
193870,Right,192,84
213530,Right,180,79
256287,Right,173,73
229155,Left,183,76
229658,Right,172,69
215331,Right,183,80
230434,Left,178,75
244257,Right,181,76
235553,Right,188,85
235297,Right,181,81
232225,Left,193,87
230433,Right,175,75
205601,Left,165,65
239136,Left,178,72
230176,Right,188,77
219680,Right,195,81
233250,Right,182,75
234015,Right,170,67
232477,Right,170,62
251675,Left,174,68
172316,Right,177,74
189468,Right,177,78
230429,Right,176,76
230685,Left,180,73
186140,Right,185,77
239645,Right,187,83
204830,Right,180,69
214302,Right,171,64
216351,Right,180,73
219167,Right,189,86
229148,Left,181,70
236316,Right,180,85
198429,Right,181,82
207645,Left,177,60
245021,Right,188,80
215070,Right,183,76
220702,Left,185,74
221982,Left,170,66
229150,Right,181,74
236830,Left,182,81
258846,Right,180,75
237055,Left,182,71
194334,Right,190,84
209695,Right,184,75
240671,Right,189,90
208160,Left,182,72
262908,Right,186,86
236287,Right,178,80
231423,Right,175,75
182270,Right,180,81
190461,Right,185,81
251901,Right,193,86
220925,Right,178,74
182043,Right,192,80
216860,Left,182,65
213777,Right,180,73
251673,Right,194,87
176920,Right,176,70
188154,Left,176,72
229654,Right,177,75
183573,Left,183,80
240661,Right,175,67
223765,Right,183,79
211221,Right,172,70
258580,Right,173,71
252692,Right,192,83
243988,Right,175,74
198420,Right,172,73
241171,Left,185,79
202515,Right,178,80
203537,Left,190,78
229648,Right,183,73
212240,Right,189,83
195087,Right,193,88
248831,Right,197,77
199191,Right,179,68
223255,Right,178,76
223511,Right,176,73
226583,Right,190,88
201240,Right,179,70
228120,Left,174,70
226811,Right,180,76
208700,Left,183,83
183546,Right,176,73
179687,Right,177,70
243945,Right,185,80
239593,Right,185,79
231913,Right,179,71
220649,Right,183,80
244456,Right,193,88
204776,Right,190,87
248295,Right,192,87
181479,Right,187,85
234727,Right,190,82
143587,Right,173,78
215015,Right,183,76
186598,Right,180,73
248550,Right,183,83
228838,Right,169,77
212197,Right,188,81
242916,Right,179,67
212196,Right,171,64
244963,Left,193,83
190697,Right,189,80
227562,Right,182,75
221931,Left,185,80
227819,Left,188,80
213746,Right,180,70
193264,Right,179,78
252144,Right,184,76
229360,Left,192,87
229104,Left,190,82
221168,Right,186,75
236015,Right,178,70
205295,Left,182,75
226286,Right,189,88
216302,Right,176,73
143598,Right,192,86
245741,Right,182,63
241389,Left,168,55
223212,Right,188,78
202220,Right,185,84
237291,Right,190,88
234731,Left,191,80
240099,Right,173,77
206307,Left,192,90
242162,Left,173,65
177922,Right,180,78
203782,Right,173,66
197382,Left,171,66
204549,Right,187,87
202501,Left,175,67
219652,Right,179,72
215556,Right,187,77
241923,Right,169,67
222467,Right,174,70
233986,Right,176,74
184290,Right,196,89
199170,Right,186,81
197890,Right,182,76
186881,Right,182,76
250881,Right,177,75
239617,Right,181,68
239361,Right,183,73
223489,Right,190,87
191488,Left,179,76
210950,Right,166,65
254470,Left,177,68
203783,Right,186,84
239367,Right,176,68
244706,Right,184,84
223458,Right,179,75
251105,Right,181,75
226273,Right,183,75
230368,Right,179,74
220128,Right,174,73
212192,Right,173,70
200672,Right,185,80
196318,Right,175,65
190430,Left,178,74
245214,Right,175,72
233231,Right,180,72
222986,Right,183,79
225289,Right,165,66
257288,Right,198,94
219912,Left,181,75
200968,Right,183,73
224242,Right,186,78
205812,Right,193,78
247802,Right,173,73
243526,Right,188,74
198474,Right,181,69
229705,Right,184,71
190536,Right,165,72
243016,Left,173,63
224584,Left,165,64
182343,Right,181,71
207431,Right,187,80
196935,Left,189,82
230470,Left,174,74
230211,Right,166,64
223302,Left,173,70
211014,Right,176,70
203590,Right,193,84
190021,Right,170,73
232517,Right,163,58
231749,Right,170,67
245572,Right,180,73
199236,Left,177,71
199157,Left,178,68
199413,Right,184,77
199669,Right,185,89
167669,Right,173,75
235002,Right,190,82
229882,Right,186,76
212474,Right,170,62
200698,Right,188,88
253177,Right,178,73
233977,Right,191,87
232441,Right,184,78
222969,Right,185,80
220921,Right,189,84
220665,Right,192,88
213497,Right,181,74
238072,Right,188,91
198136,Right,183,77
255223,Left,174,60
234999,Left,188,90
233974,Right,188,83
230390,Right,192,85
233795,Right,188,75
209987,Right,188,85
214772,Left,172,76
251450,Left,185,78
202814,Right,172,70
263230,Right,185,76
244797,Right,190,81
224317,Right,169,64
219709,Left,183,71
240956,Left,170,63
219452,Right,180,78
250939,Right,189,79
227642,Right,178,75
211522,Left,186,76
212282,Left,180,75
230969,Right,182,65
158777,Right,196,100
211513,Right,180,75
207929,Left,181,75
205369,Left,179,69
243956,Right,184,76
232692,Right,185,84
229694,Right,172,68
237630,Right,187,80
172862,Left,183,77
242238,Right,192,81
138306,Left,183,79
247361,Right,176,66
213313,Left,174,73
202305,Right,177,67
188992,Left,181,74
243008,Right,174,68
235840,Right,187,81
204352,Right,191,87
245055,Right,177,70
244287,Right,183,78
237631,Right,182,76
232511,Left,176,70
232255,Left,169,72
225855,Right,178,75
211263,Right,185,83
205887,Right,184,74
190014,Left,177,76
236303,Right,183,80
142721,Right,182,74
232207,Right,190,88
237647,Left,183,74
206159,Right,176,70
246350,Right,170,58
233550,Right,170,65
232526,Left,188,83
230478,Right,169,62
221774,Right,191,77
204366,Right,185,87
191565,Right,182,71
251213,Right,178,70
236621,Right,189,76
220493,Left,183,70
215117,Right,178,78
237132,Right,177,70
233292,Right,182,80
225356,Right,168,63
230479,Right,174,73
199504,Right,172,72
243019,Right,188,80
217168,Right,176,74
233812,Left,180,79
207444,Right,185,70
204372,Left,177,66
200532,Left,168,63
185427,Right,192,90
233299,Left,184,82
232787,Left,167,69
191058,Left,177,69
242514,Left,192,80
226130,Left,179,70
239441,Right,183,74
201041,Left,182,78
254544,Right,185,82
236368,Right,184,69
230480,Right,184,78
252235,Right,186,76
200779,Left,183,78
239306,Right,181,71
204908,Right,170,59
252523,Left,176,65
178283,Right,196,86
214379,Right,181,80
224874,Right,190,68
227689,Right,175,75
213097,Right,186,80
211561,Right,184,75
247144,Left,168,69
242280,Right,181,75
232296,Right,177,73
230248,Left,174,71
211048,Right,176,65
203624,Right,182,76
191079,Right,191,75
234087,Left,170,60
203884,Right,184,71
216428,Right,181,71
250954,Right,188,87
222572,Right,189,76
243530,Right,183,81
238922,Left,186,77
237386,Left,177,70
230474,Left,175,70
206154,Right,176,80
200778,Right,188,78
188782,Right,188,76
200302,Left,175,72
194669,Left,180,74
257133,Right,176,70
176237,Right,183,79
213613,Left,185,80
207725,Right,190,83
188524,Right,192,86
253036,Left,170,65
244308,Left,180,74
247124,Left,178,64
220245,Right,184,76
224198,Left,175,73
25798,Right,189,80
115909,Right,169,68
240837,Right,174,73
235717,Right,178,72
214031,Left,187,87
223685,Right,185,83
212933,Right,191,91
138949,Right,187,78
254660,Right,178,72
234180,Right,170,73
230340,Left,174,78
211908,Right,187,85
190915,Left,185,83
248003,Right,187,82
160195,Left,181,78
223686,Right,188,80
230342,Right,178,77
233045,Right,185,73
232390,Right,176,74
18122,Left,185,78
200138,Right,193,82
182473,Left,185,75
247497,Right,190,87
242633,Right,178,70
237257,Right,178,74
198857,Right,193,85
237256,Left,183,79
216520,Right,176,80
176071,Right,175,68
235719,Right,174,73
231111,Left,193,88
229319,Right,191,85
217287,Right,187,73
236998,Left,183,73
211907,Right,176,74
201155,Right,175,71
253378,Left,185,77
239810,Right,179,74
209597,Right,191,79
203965,Right,181,73
186556,Right,176,75
241499,Right,185,85
230235,Right,172,76
251994,Right,175,71
213337,Right,165,65
243032,Left,180,76
219736,Right,195,83
180823,Right,183,82
206423,Right,185,75
261206,Right,188,76
240982,Right,174,70
239446,Right,179,70
208470,Left,172,74
221629,Right,183,73
224189,Left,187,81
163261,Right,180,79
220609,Right,175,70
232898,Right,175,67
224962,Left,169,64
223426,Right,186,73
259265,Left,184,77
192449,Left,190,86
233409,Right,182,71
204737,Right,166,62
211903,Right,184,82
231360,Right,175,69
231104,Left,187,80
242879,Right,190,79
230335,Left,176,69
226495,Left,180,77
214463,Right,172,70
211559,Right,177,72
202087,Right,181,81
243558,Right,177,72
224146,Right,179,70
199570,Right,168,67
253073,Right,193,75
244625,Right,176,72
232081,Right,175,70
225681,Right,183,69
211857,Left,187,80
208017,Right,190,90
244112,Right,179,73
235152,Right,174,68
230800,Right,182,76
222352,Right,183,78
190607,Right,166,66
216463,Right,176,72
193422,Right,185,72
214158,Right,178,73
212626,Right,194,84
225682,Right,170,83
236696,Right,175,62
207507,Right,188,80
242069,Right,169,62
235413,Right,193,78
201877,Right,172,70
255380,Right,173,76
245396,Right,182,75
201876,Right,188,75
199572,Left,177,74
240787,Right,177,68
239763,Left,174,66
231571,Right,178,75
230291,Right,182,71
229011,Right,185,77
221587,Left,178,72
237440,Left,185,75
208019,Right,181,74
192397,Right,186,83
235405,Right,188,74
215181,Right,178,71
229260,Right,180,77
203910,Left,172,69
252293,Left,184,75
190084,Left,191,86
164484,Right,192,94
239491,Right,176,72
230019,Left,167,67
214659,Left,186,80
212099,Right,174,70
188802,Left,180,74
230786,Right,186,73
177537,Right,181,77
240257,Right,174,78
169345,Left,179,73
219777,Left,189,80
143745,Right,177,76
230278,Right,175,69
178566,Right,182,78
223879,Left,185,84
221323,Right,186,78
204684,Right,187,81
200588,Right,186,77
200332,Right,197,95
182411,Right,179,70
246667,Left,190,85
178571,Right,185,78
3467,Right,186,78
234376,Right,178,74
252042,Right,182,70
171146,Right,191,88
199562,Right,180,75
234889,Right,183,78
230281,Right,176,75
202889,Right,186,89
236695,Right,182,76
184472,Left,180,78
242534,Right,175,68
199776,Left,186,78
231007,Right,184,79
236382,Left,181,80
200798,Right,190,86
234333,Right,182,78
233053,Right,179,70
225629,Left,178,71
220509,Right,176,66
240988,Right,189,81
239964,Right,190,76
172198,Right,185,88
232358,Right,170,71
228518,Right,185,82
228517,Right,175,72
220837,Left,173,75
211365,Left,183,75
231263,Right,183,79
188000,Right,176,77
200857,Right,178,67
226401,Left,185,70
260965,Right,193,81
191333,Left,168,68
246885,Right,177,73
214373,Right,190,92
211557,Left,186,80
167524,Left,182,76
213092,Right,171,79
205156,Right,181,76
261987,Right,176,68
242019,Right,179,70
173155,Left,180,78
194146,Right,190,82
176993,Right,170,68
237153,Right,160,64
233057,Left,178,77
209061,Right,173,66
248484,Right,193,81
245156,Right,185,78
209828,Right,179,81
220061,Right,189,74
212381,Left,172,65
191388,Right,178,69
253340,Right,167,66
251292,Right,192,85
242075,Right,185,79
213659,Right,181,76
189338,Right,174,63
238490,Right,171,64
230298,Right,179,70
220826,Right,186,80
220058,Right,188,89
219546,Right,183,80
237209,Right,187,85
203161,Right,193,90
220829,Left,184,87
233885,Right,183,80
184477,Right,185,87
229537,Left,185,77
134820,Right,175,80
216483,Right,172,67
186274,Left,181,79
229282,Left,184,79
189857,Left,175,67
255137,Right,173,70
245152,Left,182,69
230302,Right,177,71
242335,Left,174,65
234399,Right,183,75
232607,Right,185,85
205983,Left,190,86
262815,Right,183,77
191390,Left,178,80
234698,Right,158,56
239904,Right,192,92
241872,Right,183,77
220620,Right,183,73
253912,Right,182,80
198617,Right,182,71
195033,Right,181,82
205530,Right,184,83
216282,Right,179,76
230362,Right,185,81
239322,Right,194,92
155355,Right,180,70
234203,Left,178,72
241115,Left,178,83
124635,Right,187,82
202716,Left,181,81
259036,Left,175,70
196316,Right,192,83
217565,Right,190,80
217821,Left,173,72
215262,Right,184,86
222430,Right,167,65
234624,Left,183,74
212608,Left,187,68
251775,Right,173,65
165247,Right,181,81
220031,Right,191,77
246398,Right,185,80
110974,Right,187,72
241278,Left,172,71
222590,Right,178,69
199550,Left,185,76
188541,Right,178,73
237784,Left,178,73
208856,Left,184,83
233943,Right,178,70
216530,Left,191,86
244428,Left,179,74
200653,Right,189,82
203725,Right,173,70
235981,Right,170,61
190669,Right,187,82
210126,Right,172,66
219174,Right,182,70
216270,Right,173,72
189390,Left,185,85
215247,Left,187,84
235983,Right,173,62
246388,Right,189,80
182224,Right,185,75
237522,Left,190,75
230359,Right,168,72
241362,Left,182,70
212947,Right,164,64
234195,Left,180,66
190931,Left,190,85
210644,Right,182,75
232148,Right,185,68
226773,Right,180,68
177621,Right,184,80
184789,Right,193,93
204246,Right,194,82
258262,Right,189,81
263383,Left,187,74
217047,Left,183,82
244349,Left,185,72
242045,Right,182,72
220029,Left,180,68
229496,Right,186,80
230516,Right,193,96
238196,Right,177,75
243828,Right,171,65
240507,Right,168,56
234875,Right,184,83
223867,Left,174,70
224378,Right,188,81
223866,Right,180,75
233849,Right,178,69
230521,Right,180,71
218745,Right,180,80
214393,Left,185,79
230776,Right,186,84
201335,Right,187,84
195698,Right,180,82
193910,Right,174,71
255862,Right,172,62
179574,Right,179,82
232054,Left,177,79
220534,Left,191,75
208502,Right,178,73
142966,Left,179,77
207734,Left,168,58
193909,Right,185,79
243061,Left,173,65
235125,Right,179,74
216437,Right,191,85
202101,Right,179,72
228980,Right,177,74
192114,Right,185,81
215165,Right,175,71
252961,Right,187,83
243580,Right,174,78
204412,Left,182,73
215334,Right,191,87
210214,Right,180,70
225317,Right,180,77
207653,Right,172,63
201509,Left,178,68
223524,Right,193,82
210468,Right,192,84
181795,Left,181,81
244259,Right,174,71
214562,Right,183,80
206626,Right,185,81
211489,Right,171,68
188274,Right,186,84
202017,Right,172,76
198177,Right,185,83
241696,Right,177,73
208769,Right,180,75
243055,Right,175,65
207472,Right,176,74
164464,Right,173,75
220529,Right,173,69
230257,Right,172,69
230513,Right,175,73
183921,Right,173,70
227186,Right,185,87
252018,Right,191,83
240332,Right,175,70
184436,Right,189,88
189899,Right,188,81
200715,Right,185,80
238008,Right,196,82
199353,Left,172,66
224442,Right,196,92
235450,Right,175,66
204731,Left,185,72
233147,Right,168,64
202940,Right,170,65
230332,Right,195,91
223498,Right,180,77
241162,Right,168,66
257290,Right,178,66
192778,Right,186,82
262411,Right,183,78
163083,Right,189,77
242359,Right,191,91
232459,Right,183,84
225995,Right,178,72
183820,Right,172,65
158221,Left,186,80
229901,Right,200,79
245261,Left,176,70
189709,Right,196,93
233230,Right,175,72
244238,Right,190,85
250797,Right,187,80
230316,Left,190,84
254891,Right,176,69
242603,Right,197,82
224440,Right,195,87
216750,Right,188,84
221367,Right,182,73
185010,Right,181,78
204215,Left,185,73
202678,Right,167,70
184501,Right,185,79
240309,Left,184,84
240053,Right,178,71
221621,Right,185,82
238004,Right,178,78
222644,Right,178,82
210868,Right,180,69
208564,Right,179,75
233139,Right,189,81
221875,Right,180,73
148403,Right,175,65
257713,Left,187,70
241070,Right,189,79
188337,Left,171,66
247729,Right,176,70
244401,Right,191,81
213937,Left,174,69
212401,Right,179,75
256688,Right,178,77
204464,Left,178,70
182959,Right,193,88
228271,Right,177,70
217007,Right,185,79
216751,Right,174,70
214191,Right,186,76
209839,Right,188,73
230315,Right,193,84
192938,Right,173,69
242602,Right,187,86
243497,Right,188,85
203568,Right,183,78
176942,Right,189,78
199982,Left,195,94
244269,Right,194,91
241197,Right,185,75
219181,Right,174,69
144429,Left,181,82
185132,Right,187,79
234028,Left,181,78
219180,Right,190,82
240683,Right,178,78
234795,Right,177,74
228650,Right,175,68
224041,Right,188,83
213418,Right,186,81
177448,Right,184,77
258343,Right,186,77
232230,Left,175,70
229158,Right,190,83
221990,Right,188,84
220198,Right,181,66
243402,Right,175,74
248266,Right,178,70
256970,Left,185,74
198347,Right,180,77
138699,Right,180,80
210123,Right,172,70
224459,Right,175,67
234032,Right,182,79
235824,Right,174,68
198193,Right,179,78
220209,Left,178,73
212138,Right,175,70
142762,Left,180,79
227497,Right,187,79
212137,Right,184,78
238504,Right,173,69
202408,Right,197,83
256167,Right,175,74
189607,Right,189,89
223143,Left,183,82
239782,Right,173,73
191032,Left,176,70
253240,Right,165,63
186680,Right,195,92
243000,Left,178,65
139064,Right,174,71
196151,Right,172,69
192567,Right,177,76
244790,Right,176,74
222262,Right,184,83
230964,Right,176,73
244787,Right,183,77
240947,Left,180,70
232755,Left,170,64
230451,Right,167,66
202035,Right,170,65
220466,Left,184,70
240689,Right,181,72
220087,Right,177,72
188421,Right,173,71
230144,Left,175,68
230400,Right,194,85
246279,Left,182,68
157703,Right,189,85
219911,Right,188,88
210951,Left,170,70
201991,Right,187,74
235782,Left,188,75
233222,Right,176,70
185349,Right,178,72
214021,Right,182,73
243716,Left,184,74
241412,Right,181,72
233732,Right,181,77
222724,Left,169,72
190467,Right,182,79
213763,Left,177,67
251138,Right,186,82
241410,Right,178,74
226050,Right,182,80
225282,Right,188,83
215042,Right,170,67
200962,Right,168,65
238593,Right,185,78
204289,Right,180,82
186130,Right,180,79
214817,Left,178,78
212519,Right,170,67
260136,Right,182,73
223790,Right,180,75
238637,Right,175,75
246316,Right,165,66
243756,Right,174,71
230444,Right,173,70
144172,Right,185,78
244523,Left,182,75
106795,Left,183,76
235563,Right,177,75
230443,Right,184,82
210219,Right,186,75
202539,Left,174,77
258090,Right,175,72
189482,Left,180,78
221994,Left,177,73
204842,Right,196,88
221737,Left,182,82
214313,Right,176,71
209449,Left,173,64
230190,Left,178,76
245550,Left,189,88
251438,Right,179,73
258608,Right,170,68
230194,Right,168,60
200754,Right,185,85
192561,Right,184,78
246321,Right,173,68
243249,Right,188,83
230193,Right,178,75
217649,Right,187,83
226060,Right,167,65
252208,Left,174,60
252974,Right,175,69
186672,Right,191,84
244272,Left,197,84
240944,Right,184,78
228144,Right,177,76
211504,Right,182,72
244271,Right,184,75
225071,Right,185,68
223791,Left,165,60
200489,Right,189,82
233512,Left,181,78
211239,Right,170,70
203304,Right,177,79
244497,Left,173,68
246033,Right,179,78
184337,Right,170,65
259345,Right,174,63
227602,Right,184,75
230936,Right,178,70
199960,Right,175,68
236823,Left,181,84
253718,Right,179,76
239894,Left,177,68
214294,Right,180,76
254229,Right,184,74
241941,Left,184,83
219413,Left,179,78
196885,Right,192,85
177684,Right,188,80
199700,Right,168,73
242195,Right,184,84
221459,Left,181,79
238097,Right,173,70
163600,Right,193,97
227600,Right,178,68
257293,Right,188,80
252711,Left,180,73
245543,Right,180,79
229900,Right,186,73
233484,Right,175,74
238860,Right,186,80
256268,Right,191,75
232461,Right,187,78
241933,Right,173,68
242958,Right,188,80
222224,Right,182,80
210703,Right,185,74
215823,Right,185,80
220175,Right,177,76
230415,Right,188,85
233487,Left,178,72
233999,Left,179,76
199952,Left,169,67
156432,Right,193,85
186674,Left,178,82
194354,Left,178,71
213556,Right,180,73
229428,Left,178,72
202530,Right,183,78
204307,Right,177,70
205089,Right,181,76
247072,Right,179,73
194079,Right,177,67
228383,Right,195,80
198687,Left,174,72
194846,Left,177,73
258334,Right,172,73
230686,Left,177,75
205086,Left,175,72
262430,Right,171,65
194077,Right,184,76
258333,Right,190,77
216349,Left,169,69
259868,Right,184,70
258332,Left,180,67
189211,Right,178,84
186651,Left,177,65
209698,Right,183,73
218658,Right,193,78
227106,Left,185,83
245540,Right,183,82
244006,Left,187,79
242214,Right,180,73
234790,Left,185,78
233510,Left,185,75
251429,Right,191,76
212261,Right,175,71
256548,Right,182,74
255268,Right,180,74
240164,Right,169,72
239138,Right,179,69
230180,Right,185,79
225316,Right,194,88
194083,Right,185,79
223779,Right,183,76
262435,Right,178,73
253218,Right,178,83
186402,Right,184,82
246562,Right,176,72
186139,Right,181,86
248091,Right,185,75
241947,Right,170,66
224524,Right,190,80
239881,Right,174,66
176137,Right,183,79
243977,Left,175,75
251401,Left,175,72
192009,Right,186,85
230410,Right,170,70
240138,Right,186,84
203276,Right,180,72
230454,Right,179,73
224265,Right,185,80
200758,Right,185,86
198198,Right,184,83
193077,Left,186,75
242997,Right,173,70
239669,Left,185,75
235317,Left,186,78
213557,Right,177,69
213301,Right,168,60
231433,Left,177,67
215049,Left,168,65
234779,Right,184,83
230169,Right,182,77
226075,Right,175,67
203547,Right,184,71
224794,Right,177,76
198426,Right,183,75
194841,Right,180,80
255001,Right,179,70
245785,Right,184,80
245017,Left,185,74
225305,Left,179,70
197641,Right,184,74
212249,Left,184,76
208153,Right,197,94
235544,Right,186,76
189703,Right,166,64
213000,Right,190,76
229896,Right,182,74
231688,Right,187,80
234760,Left,187,81
198705,Right,170,69
237051,Right,180,75
242660,Right,187,80
216802,Right,169,71
233954,Left,176,69
194018,Right,188,86
224995,Right,173,60
246755,Right,176,75
190435,Right,187,82
229092,Right,174,72
234980,Right,189,80
203749,Left,196,90
230377,Right,168,67
222693,Right,174,63
212454,Left,180,75
226278,Left,176,73
228326,Left,177,73
237286,Right,175,73
187110,Left,176,83
259047,Left,179,73
211177,Right,183,72
209378,Left,177,76
194017,Right,178,76
239073,Right,173,72
213729,Right,189,80
232413,Right,183,72
233437,Left,182,78
241629,Left,178,70
246237,Right,184,80
251613,Right,173,62
189661,Left,183,83
195037,Right,191,90
208862,Right,184,66
214238,Right,175,60
225502,Right,181,73
183518,Right,181,73
220383,Right,185,71
231391,Right,172,67
241119,Right,187,77
242143,Right,184,77
199392,Right,174,78
206561,Left,195,72
213993,Left,187,75
233705,Right,184,77
233079,Right,184,78
227911,Right,169,66
239432,Right,188,82
237640,Right,179,68
233544,Right,170,65
213064,Left,180,77
211272,Left,179,78
144200,Left,179,69
186695,Right,185,81
232775,Right,175,67
192838,Right,187,77
248297,Right,188,82
243270,Left,181,66
223046,Right,184,77
222278,Right,177,75
235589,Left,195,86
231237,Right,195,87
223045,Left,179,73
213317,Left,175,73
229956,Right,188,87
179528,Right,182,76
235849,Right,186,75
239945,Right,163,64
245065,Left,169,68
253929,Right,179,73
191209,Right,180,76
202986,Right,177,72
211946,Right,187,91
250858,Right,185,71
192490,Right,182,72
210923,Left,187,79
236267,Right,182,80
179947,Right,191,87
252139,Right,180,73
258027,Left,188,80
230380,Right,177,74
224591,Left,188,80
192074,Right,181,77
244042,Right,180,75
233034,Right,183,77
223818,Right,188,84
228829,Right,193,81
213725,Right,173,63
210653,Right,180,70
240311,Right,183,78
260020,Right,176,68
216245,Right,183,84
234933,Right,178,79
245429,Right,184,77
186805,Right,170,67
225974,Left,189,80
228790,Right,173,70
242614,Right,190,85
250807,Right,183,76
203485,Left,188,70
211384,Right,183,75
257208,Right,178,69
223929,Right,183,82
182713,Left,189,84
224186,Left,189,95
231098,Left,180,74
261050,Left,170,64
215995,Right,186,82
245428,Left,178,73
239475,Right,175,62
251763,Right,177,68
202356,Left,182,73
194934,Right,179,72
177782,Right,183,80
242294,Right,173,73
105846,Right,193,88
169078,Left,172,73
193141,Right,178,82
250997,Right,187,81
244853,Left,179,66
243573,Right,186,80
177525,Right,187,86
237429,Right,183,77
226677,Right,178,74
247412,Right,180,68
247156,Right,171,74
239732,Right,185,77
229236,Left,178,68
225908,Right,193,86
224187,Right,178,76
261307,Right,179,67
219836,Right,190,85
208581,Right,176,70
213445,Left,166,67
242629,Left,182,71
256197,Left,183,66
213702,Right,171,72
233926,Right,183,79
219591,Right,189,79
230343,Left,179,74
237255,Right,188,84
248775,Right,181,73
212424,Right,173,69
215496,Left,181,74
219848,Right,181,73
237512,Left,180,76
186568,Right,181,78
188616,Right,169,65
198601,Right,173,72
261084,Right,178,72
213189,Right,183,79
242372,Left,180,75
231868,Right,185,70
228804,Right,180,66
237245,Right,178,70
245437,Right,190,79
202686,Right,170,69
219582,Right,192,85
220862,Right,183,85
237502,Right,185,75
254910,Right,170,63
224191,Right,172,66
210880,Right,178,76
219584,Right,195,86
253376,Right,186,68
219841,Right,181,64
194753,Right,186,75
262081,Right,184,75
253890,Right,181,83
208835,Right,175,70
216003,Right,180,72
224836,Right,202,90
253251,Right,184,80
241731,Right,175,75
239708,Right,186,79
192476,Left,185,86
192732,Left,180,77
253278,Left,183,77
237662,Right,177,70
214366,Right,173,76
225117,Right,181,74
218717,Right,162,76
211037,Left,179,74
259675,Left,183,75
217813,Right,189,84
253275,Right,176,82
179547,Right,189,77
255578,Right,188,85
184154,Right,180,76
246106,Right,180,71
240730,Right,177,70
225114,Right,181,69
158810,Right,183,80
235740,Right,193,88
232156,Left,188,78
228828,Right,182,77
255963,Right,174,68
235989,Right,186,82
248021,Right,184,77
198614,Right,186,84
200918,Right,181,70
214998,Right,171,68
236758,Right,190,82
204247,Right,171,70
239575,Right,195,94
189655,Right,187,84
208088,Right,182,73
229336,Right,188,84
236760,Left,184,74
244952,Right,180,75
160217,Right,186,82
206042,Right,178,68
261082,Right,178,70
189403,Left,189,82
230233,Right,169,69
211033,Right,181,86
258648,Left,184,75
234578,Left,185,65
236369,Left,194,88
236113,Right,171,65
160081,Right,176,75
258128,Right,170,63
243792,Right,178,70
209232,Right,188,78
203344,Right,183,75
252239,Right,169,68
241487,Right,173,64
230991,Right,173,64
238924,Right,185,79
254028,Right,182,80
201549,Right,180,76
224590,Left,186,75
228942,Right,184,77
255566,Left,183,75
208719,Right,188,95
225106,Right,192,75
239186,Right,182,75
245336,Left,195,80
243538,Right,201,96
242776,Right,172,64
231512,Left,191,76
223064,Right,193,97
201304,Left,177,71
256343,Right,185,72
241238,Left,178,74
236630,Right,180,72
232278,Right,168,84
230486,Right,181,80
200278,Left,191,88
183893,Right,181,73
239701,Right,174,73
232789,Right,161,57
257876,Right,179,70
213332,Right,182,74
207956,Right,175,74
197971,Left,187,88
160213,Right,175,70
214485,Right,180,70
247106,Left,169,65
246070,Right,180,73
199738,Right,182,79
233529,Right,178,75
167993,Right,193,96
226616,Right,183,84
204344,Right,170,70
201528,Left,186,74
260407,Right,184,74
226103,Left,175,70
255487,Right,181,72
223188,Right,171,71
221695,Right,176,80
193278,Left,185,78
230398,Right,188,88
215294,Right,185,83
211966,Right,178,73
208638,Right,180,71
205054,Left,185,78
224509,Right,179,71
202810,Right,185,83
159034,Right,188,91
228410,Right,193,80
199739,Left,174,68
241474,Right,177,66
258881,Right,179,72
223553,Right,169,68
